case,model,step,n_fixed,n_fixed_wallband,n_fixed_outer,n_moved,Eddy_Viscosity_band_scale,Eddy_Viscosity_band_rms_rel,Eddy_Viscosity_band_max_rel,Eddy_Viscosity_outer_scale,Eddy_Viscosity_outer_rms_rel,Eddy_Viscosity_outer_max_rel,Turb_Kin_Energy_band_scale,Turb_Kin_Energy_band_rms_rel,Turb_Kin_Energy_band_max_rel,Turb_Kin_Energy_outer_scale,Turb_Kin_Energy_outer_rms_rel,Turb_Kin_Energy_outer_max_rel,Omega_band_scale,Omega_band_rms_rel,Omega_band_max_rel,Omega_outer_scale,Omega_outer_rms_rel,Omega_outer_max_rel
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,370,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,375,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,380,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,385,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,390,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,395,23271,8590,14681,0,7.8971e-06,0.000e+00,0.000e+00,7.5674e-06,0.000e+00,0.000e+00,2.0585e-04,0.000e+00,0.000e+00,5.6653e-05,0.000e+00,0.000e+00,5.4367e+05,0.000e+00,0.000e+00,1.8606e+01,0.000e+00,0.000e+00
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,400,22877,8590,14287,394,7.8971e-06,1.935e-07,3.858e-06,7.5674e-06,6.748e-05,3.286e-03,2.0585e-04,6.557e-08,1.449e-06,5.6653e-05,2.039e-05,1.984e-03,5.4367e+05,1.361e-08,2.299e-07,1.8606e+01,1.233e-05,1.178e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,405,22877,8590,14287,394,7.8971e-06,7.524e-07,6.680e-06,7.5674e-06,1.998e-04,1.450e-02,2.0585e-04,4.532e-07,5.938e-06,5.6653e-05,4.065e-05,3.038e-03,5.4367e+05,5.974e-08,8.047e-07,1.8606e+01,2.500e-05,1.830e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,410,22877,8590,14287,394,7.8971e-06,9.243e-07,7.774e-06,7.5674e-06,2.158e-04,1.427e-02,2.0585e-04,3.186e-06,2.856e-05,5.6653e-05,4.105e-05,3.034e-03,5.4367e+05,1.330e-07,1.609e-06,1.8606e+01,2.522e-05,1.828e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,415,22877,8590,14287,394,7.8971e-06,1.364e-06,1.126e-05,7.5674e-06,2.210e-04,1.427e-02,2.0585e-04,1.200e-05,1.136e-04,5.6653e-05,4.114e-05,3.034e-03,5.4367e+05,1.960e-07,2.529e-06,1.8606e+01,2.527e-05,1.827e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,420,22877,8590,14287,394,7.8971e-06,2.794e-06,4.005e-05,7.5674e-06,2.234e-04,1.427e-02,2.0585e-04,2.486e-05,2.171e-04,5.6653e-05,4.117e-05,3.034e-03,5.4367e+05,2.525e-07,3.334e-06,1.8606e+01,2.528e-05,1.827e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,425,22877,8590,14287,394,7.8971e-06,4.768e-06,8.741e-05,7.5674e-06,2.247e-04,1.427e-02,2.0585e-04,3.424e-05,2.608e-04,5.6653e-05,4.124e-05,3.033e-03,5.4367e+05,3.039e-07,4.024e-06,1.8606e+01,2.542e-05,1.827e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,430,22877,8590,14287,394,7.8971e-06,5.813e-06,1.257e-04,7.5674e-06,2.255e-04,1.427e-02,2.0585e-04,3.988e-05,2.602e-04,5.6653e-05,4.216e-05,3.032e-03,5.4367e+05,3.484e-07,4.713e-06,1.8606e+01,2.609e-05,1.827e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,435,22877,8590,14287,394,7.8971e-06,8.939e-06,1.013e-04,7.5674e-06,2.266e-04,1.426e-02,2.0585e-04,4.271e-05,2.418e-04,5.6653e-05,4.543e-05,3.033e-03,5.4367e+05,3.857e-07,5.288e-06,1.8606e+01,2.702e-05,1.828e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,440,22877,8590,14287,394,7.8971e-06,1.371e-05,1.201e-04,7.5674e-06,2.285e-04,1.426e-02,2.0585e-04,4.447e-05,2.189e-04,5.6653e-05,5.251e-05,3.040e-03,5.4367e+05,4.221e-07,5.748e-06,1.8606e+01,2.814e-05,1.832e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,445,22877,8590,14287,394,7.8971e-06,1.954e-05,1.365e-04,7.5674e-06,2.288e-04,1.426e-02,2.0585e-04,4.603e-05,2.025e-04,5.6653e-05,5.780e-05,3.050e-03,5.4367e+05,4.548e-07,6.208e-06,1.8606e+01,2.867e-05,1.836e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,450,22877,8590,14287,394,7.8971e-06,2.320e-05,1.505e-04,7.5674e-06,2.297e-04,1.427e-02,2.0585e-04,4.699e-05,1.949e-04,5.6653e-05,5.881e-05,3.053e-03,5.4367e+05,4.671e-07,6.323e-06,1.8606e+01,2.892e-05,1.836e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,455,22877,8590,14287,394,7.8971e-06,2.576e-05,1.666e-04,7.5674e-06,2.307e-04,1.428e-02,2.0585e-04,4.770e-05,1.936e-04,5.6653e-05,5.934e-05,3.054e-03,5.4367e+05,4.724e-07,6.438e-06,1.8606e+01,2.919e-05,1.836e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,460,22877,8590,14287,394,7.8971e-06,2.765e-05,1.776e-04,7.5674e-06,2.312e-04,1.427e-02,2.0585e-04,4.826e-05,1.929e-04,5.6653e-05,5.976e-05,3.055e-03,5.4367e+05,4.746e-07,6.553e-06,1.8606e+01,2.934e-05,1.835e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,465,22877,8590,14287,394,7.8971e-06,2.935e-05,1.871e-04,7.5674e-06,2.316e-04,1.427e-02,2.0585e-04,4.878e-05,1.923e-04,5.6653e-05,6.007e-05,3.054e-03,5.4367e+05,4.749e-07,6.553e-06,1.8606e+01,2.940e-05,1.835e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,470,22877,8590,14287,394,7.8971e-06,3.080e-05,1.947e-04,7.5674e-06,2.319e-04,1.428e-02,2.0585e-04,4.924e-05,1.918e-04,5.6653e-05,6.028e-05,3.053e-03,5.4367e+05,4.755e-07,6.553e-06,1.8606e+01,2.939e-05,1.834e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,475,22877,8590,14287,394,7.8971e-06,3.212e-05,2.013e-04,7.5674e-06,2.322e-04,1.428e-02,2.0585e-04,4.965e-05,1.913e-04,5.6653e-05,6.043e-05,3.053e-03,5.4367e+05,4.747e-07,6.553e-06,1.8606e+01,2.936e-05,1.834e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,480,22877,8590,14287,394,7.8971e-06,3.336e-05,2.091e-04,7.5674e-06,2.325e-04,1.428e-02,2.0585e-04,5.005e-05,1.908e-04,5.6653e-05,6.054e-05,3.053e-03,5.4367e+05,4.739e-07,6.553e-06,1.8606e+01,2.932e-05,1.834e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,485,22877,8590,14287,394,7.8971e-06,3.455e-05,2.195e-04,7.5674e-06,2.327e-04,1.428e-02,2.0585e-04,5.044e-05,1.903e-04,5.6653e-05,6.063e-05,3.053e-03,5.4367e+05,4.731e-07,6.553e-06,1.8606e+01,2.927e-05,1.834e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,490,22877,8590,14287,394,7.8971e-06,3.570e-05,2.293e-04,7.5674e-06,2.329e-04,1.428e-02,2.0585e-04,5.083e-05,1.897e-04,5.6653e-05,6.070e-05,3.053e-03,5.4367e+05,4.724e-07,6.553e-06,1.8606e+01,2.922e-05,1.834e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,495,22877,8590,14287,394,7.8971e-06,3.680e-05,2.383e-04,7.5674e-06,2.330e-04,1.429e-02,2.0585e-04,5.120e-05,1.892e-04,5.6653e-05,6.075e-05,3.053e-03,5.4367e+05,4.718e-07,6.438e-06,1.8606e+01,2.916e-05,1.834e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,500,22877,8590,14287,394,7.8971e-06,3.785e-05,2.465e-04,7.5674e-06,2.332e-04,1.429e-02,2.0585e-04,5.157e-05,1.886e-04,5.6653e-05,6.078e-05,3.053e-03,5.4367e+05,4.708e-07,6.438e-06,1.8606e+01,2.908e-05,1.834e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,505,22877,8590,14287,394,7.8971e-06,3.885e-05,2.541e-04,7.5674e-06,2.333e-04,1.429e-02,2.0585e-04,5.193e-05,1.880e-04,5.6653e-05,6.078e-05,3.053e-03,5.4367e+05,4.706e-07,6.438e-06,1.8606e+01,2.900e-05,1.834e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,510,22877,8590,14287,394,7.8971e-06,3.980e-05,2.612e-04,7.5674e-06,2.334e-04,1.429e-02,2.0585e-04,5.229e-05,1.874e-04,5.6653e-05,6.075e-05,3.053e-03,5.4367e+05,4.691e-07,6.438e-06,1.8606e+01,2.892e-05,1.834e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,515,22877,8590,14287,394,7.8971e-06,4.068e-05,2.678e-04,7.5674e-06,2.335e-04,1.429e-02,2.0585e-04,5.264e-05,1.868e-04,5.6653e-05,6.071e-05,3.053e-03,5.4367e+05,4.673e-07,6.323e-06,1.8606e+01,2.883e-05,1.833e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,520,22877,8590,14287,394,7.8971e-06,4.151e-05,2.738e-04,7.5674e-06,2.336e-04,1.429e-02,2.0585e-04,5.299e-05,1.862e-04,5.6653e-05,6.065e-05,3.053e-03,5.4367e+05,4.673e-07,6.323e-06,1.8606e+01,2.875e-05,1.833e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,525,22877,8590,14287,394,7.8971e-06,4.229e-05,2.792e-04,7.5674e-06,2.337e-04,1.429e-02,2.0585e-04,5.333e-05,1.856e-04,5.6653e-05,6.058e-05,3.053e-03,5.4367e+05,4.658e-07,6.323e-06,1.8606e+01,2.867e-05,1.833e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,530,22877,8590,14287,394,7.8971e-06,4.302e-05,2.840e-04,7.5674e-06,2.338e-04,1.429e-02,2.0585e-04,5.366e-05,1.849e-04,5.6653e-05,6.049e-05,3.053e-03,5.4367e+05,4.658e-07,6.323e-06,1.8606e+01,2.860e-05,1.833e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,535,22877,8590,14287,394,7.8971e-06,4.370e-05,2.884e-04,7.5674e-06,2.339e-04,1.429e-02,2.0585e-04,5.398e-05,1.843e-04,5.6653e-05,6.040e-05,3.053e-03,5.4367e+05,4.646e-07,6.323e-06,1.8606e+01,2.853e-05,1.833e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,540,22877,8590,14287,394,7.8971e-06,4.433e-05,2.921e-04,7.5674e-06,2.340e-04,1.429e-02,2.0585e-04,5.430e-05,1.837e-04,5.6653e-05,6.030e-05,3.053e-03,5.4367e+05,4.636e-07,6.323e-06,1.8606e+01,2.846e-05,1.833e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,545,22877,8590,14287,394,7.8971e-06,4.493e-05,2.954e-04,7.5674e-06,2.340e-04,1.429e-02,2.0585e-04,5.461e-05,1.831e-04,5.6653e-05,6.018e-05,3.053e-03,5.4367e+05,4.631e-07,6.323e-06,1.8606e+01,2.840e-05,1.833e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,550,22877,8590,14287,394,7.8971e-06,4.549e-05,2.983e-04,7.5674e-06,2.341e-04,1.429e-02,2.0585e-04,5.490e-05,1.825e-04,5.6653e-05,6.006e-05,3.053e-03,5.4367e+05,4.622e-07,6.323e-06,1.8606e+01,2.835e-05,1.833e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,555,22877,8590,14287,394,7.8971e-06,4.601e-05,3.008e-04,7.5674e-06,2.341e-04,1.429e-02,2.0585e-04,5.519e-05,1.819e-04,5.6653e-05,5.993e-05,3.053e-03,5.4367e+05,4.614e-07,6.323e-06,1.8606e+01,2.829e-05,1.833e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,560,22877,8590,14287,394,7.8971e-06,4.649e-05,3.029e-04,7.5674e-06,2.342e-04,1.429e-02,2.0585e-04,5.548e-05,1.814e-04,5.6653e-05,5.980e-05,3.053e-03,5.4367e+05,4.605e-07,6.323e-06,1.8606e+01,2.824e-05,1.833e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,565,22877,8590,14287,394,7.8971e-06,4.694e-05,3.046e-04,7.5674e-06,2.342e-04,1.430e-02,2.0585e-04,5.575e-05,1.808e-04,5.6653e-05,5.965e-05,3.053e-03,5.4367e+05,4.598e-07,6.323e-06,1.8606e+01,2.820e-05,1.833e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,570,22877,8590,14287,394,7.8971e-06,4.735e-05,3.060e-04,7.5674e-06,2.343e-04,1.430e-02,2.0585e-04,5.602e-05,1.803e-04,5.6653e-05,5.950e-05,3.052e-03,5.4367e+05,4.583e-07,6.323e-06,1.8606e+01,2.816e-05,1.833e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,575,22877,8590,14287,394,7.8971e-06,4.774e-05,3.070e-04,7.5674e-06,2.343e-04,1.430e-02,2.0585e-04,5.627e-05,1.797e-04,5.6653e-05,5.934e-05,3.052e-03,5.4367e+05,4.578e-07,6.323e-06,1.8606e+01,2.812e-05,1.833e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,580,22877,8590,14287,394,7.8971e-06,4.809e-05,3.078e-04,7.5674e-06,2.343e-04,1.430e-02,2.0585e-04,5.652e-05,1.792e-04,5.6653e-05,5.918e-05,3.052e-03,5.4367e+05,4.574e-07,6.208e-06,1.8606e+01,2.808e-05,1.833e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,585,22877,8590,14287,394,7.8971e-06,4.842e-05,3.083e-04,7.5674e-06,2.343e-04,1.430e-02,2.0585e-04,5.676e-05,1.787e-04,5.6653e-05,5.901e-05,3.052e-03,5.4367e+05,4.560e-07,6.093e-06,1.8606e+01,2.804e-05,1.832e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,590,22877,8590,14287,394,7.8971e-06,4.872e-05,3.087e-04,7.5674e-06,2.343e-04,1.430e-02,2.0585e-04,5.700e-05,1.782e-04,5.6653e-05,5.884e-05,3.052e-03,5.4367e+05,4.555e-07,6.093e-06,1.8606e+01,2.801e-05,1.832e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,595,22877,8590,14287,394,7.8971e-06,4.899e-05,3.087e-04,7.5674e-06,2.343e-04,1.430e-02,2.0585e-04,5.722e-05,1.778e-04,5.6653e-05,5.866e-05,3.052e-03,5.4367e+05,4.544e-07,6.093e-06,1.8606e+01,2.797e-05,1.832e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,600,22877,8590,14287,394,7.8971e-06,4.924e-05,3.085e-04,7.5674e-06,2.343e-04,1.430e-02,2.0585e-04,5.744e-05,1.773e-04,5.6653e-05,5.848e-05,3.051e-03,5.4367e+05,4.544e-07,6.093e-06,1.8606e+01,2.794e-05,1.832e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,605,22877,8590,14287,394,7.8971e-06,4.947e-05,3.081e-04,7.5674e-06,2.343e-04,1.430e-02,2.0585e-04,5.765e-05,1.769e-04,5.6653e-05,5.830e-05,3.051e-03,5.4367e+05,4.528e-07,6.093e-06,1.8606e+01,2.791e-05,1.832e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,610,22877,8590,14287,394,7.8971e-06,4.967e-05,3.076e-04,7.5674e-06,2.343e-04,1.430e-02,2.0585e-04,5.784e-05,1.765e-04,5.6653e-05,5.811e-05,3.051e-03,5.4367e+05,4.529e-07,6.093e-06,1.8606e+01,2.788e-05,1.832e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,615,22877,8590,14287,394,7.8971e-06,4.986e-05,3.069e-04,7.5674e-06,2.343e-04,1.430e-02,2.0585e-04,5.803e-05,1.760e-04,5.6653e-05,5.793e-05,3.051e-03,5.4367e+05,4.505e-07,6.093e-06,1.8606e+01,2.785e-05,1.832e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,620,22877,8590,14287,394,7.8971e-06,5.003e-05,3.060e-04,7.5674e-06,2.343e-04,1.430e-02,2.0585e-04,5.822e-05,1.756e-04,5.6653e-05,5.774e-05,3.051e-03,5.4367e+05,4.511e-07,6.093e-06,1.8606e+01,2.782e-05,1.832e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,625,22877,8590,14287,394,7.8971e-06,5.018e-05,3.049e-04,7.5674e-06,2.343e-04,1.430e-02,2.0585e-04,5.839e-05,1.752e-04,5.6653e-05,5.756e-05,3.050e-03,5.4367e+05,4.496e-07,5.978e-06,1.8606e+01,2.780e-05,1.832e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,630,22877,8590,14287,394,7.8971e-06,5.031e-05,3.038e-04,7.5674e-06,2.343e-04,1.430e-02,2.0585e-04,5.856e-05,1.749e-04,5.6653e-05,5.737e-05,3.050e-03,5.4367e+05,4.487e-07,5.978e-06,1.8606e+01,2.777e-05,1.832e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,635,22877,8590,14287,394,7.8971e-06,5.043e-05,3.025e-04,7.5674e-06,2.343e-04,1.430e-02,2.0585e-04,5.871e-05,1.746e-04,5.6653e-05,5.718e-05,3.050e-03,5.4367e+05,4.473e-07,5.978e-06,1.8606e+01,2.775e-05,1.832e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,640,22877,8590,14287,394,7.8971e-06,5.054e-05,3.012e-04,7.5674e-06,2.342e-04,1.430e-02,2.0585e-04,5.886e-05,1.742e-04,5.6653e-05,5.700e-05,3.050e-03,5.4367e+05,4.477e-07,5.978e-06,1.8606e+01,2.773e-05,1.832e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,645,22877,8590,14287,394,7.8971e-06,5.063e-05,2.997e-04,7.5674e-06,2.342e-04,1.430e-02,2.0585e-04,5.900e-05,1.739e-04,5.6653e-05,5.682e-05,3.049e-03,5.4367e+05,4.472e-07,5.978e-06,1.8606e+01,2.771e-05,1.832e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,650,22877,8590,14287,394,7.8971e-06,5.071e-05,2.982e-04,7.5674e-06,2.342e-04,1.430e-02,2.0585e-04,5.913e-05,1.736e-04,5.6653e-05,5.663e-05,3.049e-03,5.4367e+05,4.460e-07,5.978e-06,1.8606e+01,2.769e-05,1.832e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,655,22877,8590,14287,394,7.8971e-06,5.077e-05,2.966e-04,7.5674e-06,2.341e-04,1.430e-02,2.0585e-04,5.926e-05,1.733e-04,5.6653e-05,5.645e-05,3.049e-03,5.4367e+05,4.450e-07,5.978e-06,1.8606e+01,2.767e-05,1.832e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,660,22877,8590,14287,394,7.8971e-06,5.082e-05,2.948e-04,7.5674e-06,2.341e-04,1.430e-02,2.0585e-04,5.938e-05,1.731e-04,5.6653e-05,5.627e-05,3.049e-03,5.4367e+05,4.449e-07,5.978e-06,1.8606e+01,2.765e-05,1.831e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,665,22877,8590,14287,394,7.8971e-06,5.086e-05,2.931e-04,7.5674e-06,2.341e-04,1.430e-02,2.0585e-04,5.948e-05,1.728e-04,5.6653e-05,5.609e-05,3.048e-03,5.4367e+05,4.435e-07,5.863e-06,1.8606e+01,2.763e-05,1.831e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,670,22877,8590,14287,394,7.8971e-06,5.089e-05,2.914e-04,7.5674e-06,2.340e-04,1.430e-02,2.0585e-04,5.959e-05,1.725e-04,5.6653e-05,5.590e-05,3.048e-03,5.4367e+05,4.430e-07,5.863e-06,1.8606e+01,2.762e-05,1.831e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,675,22877,8590,14287,394,7.8971e-06,5.091e-05,2.895e-04,7.5674e-06,2.340e-04,1.430e-02,2.0585e-04,5.968e-05,1.723e-04,5.6653e-05,5.573e-05,3.048e-03,5.4367e+05,4.411e-07,5.863e-06,1.8606e+01,2.760e-05,1.831e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,680,22877,8590,14287,394,7.8971e-06,5.092e-05,2.876e-04,7.5674e-06,2.339e-04,1.430e-02,2.0585e-04,5.977e-05,1.721e-04,5.6653e-05,5.555e-05,3.048e-03,5.4367e+05,4.416e-07,5.863e-06,1.8606e+01,2.758e-05,1.831e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,685,22877,8590,14287,394,7.8971e-06,5.092e-05,2.857e-04,7.5674e-06,2.339e-04,1.430e-02,2.0585e-04,5.984e-05,1.719e-04,5.6653e-05,5.537e-05,3.047e-03,5.4367e+05,4.405e-07,5.863e-06,1.8606e+01,2.757e-05,1.831e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,690,22877,8590,14287,394,7.8971e-06,5.091e-05,2.837e-04,7.5674e-06,2.338e-04,1.430e-02,2.0585e-04,5.992e-05,1.717e-04,5.6653e-05,5.520e-05,3.047e-03,5.4367e+05,4.408e-07,5.863e-06,1.8606e+01,2.755e-05,1.831e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,695,22877,8590,14287,394,7.8971e-06,5.090e-05,2.817e-04,7.5674e-06,2.338e-04,1.430e-02,2.0585e-04,5.998e-05,1.715e-04,5.6653e-05,5.502e-05,3.047e-03,5.4367e+05,4.401e-07,5.863e-06,1.8606e+01,2.754e-05,1.831e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,700,22877,8590,14287,394,7.8971e-06,5.087e-05,2.797e-04,7.5674e-06,2.337e-04,1.431e-02,2.0585e-04,6.004e-05,1.713e-04,5.6653e-05,5.485e-05,3.047e-03,5.4367e+05,4.388e-07,5.748e-06,1.8606e+01,2.753e-05,1.831e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,705,22877,8590,14287,394,7.8971e-06,5.084e-05,2.778e-04,7.5674e-06,2.337e-04,1.431e-02,2.0585e-04,6.009e-05,1.711e-04,5.6653e-05,5.468e-05,3.046e-03,5.4367e+05,4.377e-07,5.748e-06,1.8606e+01,2.751e-05,1.831e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,710,22877,8590,14287,394,7.8971e-06,5.081e-05,2.758e-04,7.5674e-06,2.336e-04,1.431e-02,2.0585e-04,6.013e-05,1.710e-04,5.6653e-05,5.451e-05,3.046e-03,5.4367e+05,4.380e-07,5.863e-06,1.8606e+01,2.750e-05,1.831e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,715,22877,8590,14287,394,7.8971e-06,5.076e-05,2.738e-04,7.5674e-06,2.336e-04,1.431e-02,2.0585e-04,6.017e-05,1.708e-04,5.6653e-05,5.434e-05,3.046e-03,5.4367e+05,4.359e-07,5.863e-06,1.8606e+01,2.749e-05,1.831e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,720,22877,8590,14287,394,7.8971e-06,5.071e-05,2.719e-04,7.5674e-06,2.335e-04,1.431e-02,2.0585e-04,6.020e-05,1.708e-04,5.6653e-05,5.418e-05,3.046e-03,5.4367e+05,4.361e-07,5.863e-06,1.8606e+01,2.747e-05,1.831e-03
RANS_SST_WD_0.20-0.25_ConsGalerkinProj_OneShot_Long_Second,SST,725,22877,8590,14287,394,7.8971e-06,5.066e-05,2.698e-04,7.5674e-06,2.335e-04,1.431e-02,2.0585e-04,6.023e-05,1.710e-04,5.6653e-05,5.401e-05,3.045e-03,5.4367e+05,4.344e-07,5.863e-06,1.8606e+01,2.746e-05,1.831e-03
