model,setting,quantity,coeff,step,value
SA,halfstep,NN2,CDp,18,3.732524e-05
SA,halfstep,NN2,CDp,19,3.371937e-05
SA,halfstep,NN2,CDp,20,4.974517e-05
SA,halfstep,NN2,CDp,21,8.007591e-05
SA,halfstep,NN2,CDp,22,1.004612e-04
SA,halfstep,NN2,CDp,23,8.933686e-05
SA,halfstep,NN2,CDp,24,8.326342e-05
SA,halfstep,NN2,CDp,25,8.307948e-05
SA,halfstep,NN2,CDp,26,8.219586e-05
SA,halfstep,NN2,CDp,27,8.998175e-05
SA,halfstep,NN2,CDp,28,1.046058e-04
SA,halfstep,NN2,CDp,29,1.069706e-04
SA,halfstep,NN2,CDp,30,9.445628e-05
SA,halfstep,NN2,CDp,31,8.422917e-05
SA,halfstep,NN2,CDp,32,7.252697e-05
SA,halfstep,NN2,CDp,33,8.141147e-05
SA,halfstep,NN2,CDp,34,8.254864e-05
SA,halfstep,NN2,CDp,35,6.930366e-05
SA,halfstep,NN2,CDp,36,6.231395e-05
SA,halfstep,NN2,CDp,37,7.007262e-05
SA,halfstep,NN2,CDp,38,7.570171e-05
SA,halfstep,NN2,CDp,39,7.200210e-05
SA,halfstep,NN2,CDv,2,0.000000e+00
SA,halfstep,NN2,CDv,3,0.000000e+00
SA,halfstep,NN2,CDv,4,0.000000e+00
SA,halfstep,NN2,CDv,5,0.000000e+00
SA,halfstep,NN2,CDv,6,0.000000e+00
SA,halfstep,NN2,CDv,7,0.000000e+00
SA,halfstep,NN2,CDv,8,0.000000e+00
SA,halfstep,NN2,CDv,9,0.000000e+00
SA,halfstep,NN2,CDv,10,5.665772e-08
SA,halfstep,NN2,CDv,11,1.216036e-07
SA,halfstep,NN2,CDv,12,6.839520e-08
SA,halfstep,NN2,CDv,13,1.118210e-09
SA,halfstep,NN2,CDv,14,-4.465141e-08
SA,halfstep,NN2,CDv,15,-8.310739e-08
SA,halfstep,NN2,CDv,16,-9.725883e-08
SA,halfstep,NN2,CDv,17,-8.127530e-08
SA,halfstep,NN2,CDv,18,-4.823181e-08
SA,halfstep,NN2,CDv,19,-2.666066e-08
SA,halfstep,NN2,CDv,20,-4.423676e-08
SA,halfstep,NN2,CDv,21,1.377661e-08
SA,halfstep,NN2,CDv,22,1.332177e-07
SA,halfstep,NN2,CDv,23,3.162121e-07
SA,halfstep,NN2,CDv,24,4.672385e-07
SA,halfstep,NN2,CDv,25,6.953439e-07
SA,halfstep,NN2,CDv,26,7.809876e-07
SA,halfstep,NN2,CDv,27,8.141904e-07
SA,halfstep,NN2,CDv,28,8.410977e-07
SA,halfstep,NN2,CDv,29,9.424617e-07
SA,halfstep,NN2,CDv,30,9.457312e-07
SA,halfstep,NN2,CDv,31,1.001258e-06
SA,halfstep,NN2,CDv,32,1.165333e-06
SA,halfstep,NN2,CDv,33,1.361870e-06
SA,halfstep,NN2,CDv,34,1.489447e-06
SA,halfstep,NN2,CDv,35,1.563370e-06
SA,halfstep,NN2,CDv,36,1.666812e-06
SA,halfstep,NN2,CDv,37,1.855457e-06
SA,halfstep,NN2,CDv,38,2.028310e-06
SA,halfstep,NN2,CDv,39,2.297033e-06
SA,halfstep,P,CL,2,0.000000e+00
SA,halfstep,P,CL,3,0.000000e+00
SA,halfstep,P,CL,4,0.000000e+00
SA,halfstep,P,CL,5,0.000000e+00
SA,halfstep,P,CL,6,0.000000e+00
SA,halfstep,P,CL,7,0.000000e+00
SA,halfstep,P,CL,8,0.000000e+00
SA,halfstep,P,CL,9,0.000000e+00
SA,halfstep,P,CL,10,-8.098000e-07
SA,halfstep,P,CL,11,6.322000e-07
SA,halfstep,P,CL,12,4.479000e-06
SA,halfstep,P,CL,13,5.078800e-06
SA,halfstep,P,CL,14,-2.118200e-06
SA,halfstep,P,CL,15,-1.719600e-06
SA,halfstep,P,CL,16,-4.814000e-07
SA,halfstep,P,CL,17,-1.823600e-06
SA,halfstep,P,CL,18,6.600000e-09
SA,halfstep,P,CL,19,1.757600e-06
SA,halfstep,P,CL,20,-9.449900e-06
SA,halfstep,P,CL,21,1.032720e-05
SA,halfstep,P,CL,22,3.110320e-05
SA,halfstep,P,CL,23,5.297800e-06
SA,halfstep,P,CL,24,-1.263700e-05
SA,halfstep,P,CL,25,-5.219000e-06
SA,halfstep,P,CL,26,5.791600e-06
SA,halfstep,P,CL,27,8.449500e-06
SA,halfstep,P,CL,28,-2.167500e-06
SA,halfstep,P,CL,29,-2.069590e-05
SA,halfstep,P,CL,30,-3.880330e-05
SA,halfstep,P,CL,31,9.297000e-06
SA,halfstep,P,CL,32,1.754900e-05
SA,halfstep,P,CL,33,1.180960e-05
SA,halfstep,P,CL,34,-8.380000e-07
SA,halfstep,P,CL,35,-2.244590e-05
SA,halfstep,P,CL,36,-2.346140e-05
SA,halfstep,P,CL,37,-2.381300e-06
SA,halfstep,P,CL,38,1.443000e-07
SA,halfstep,P,CL,39,6.544000e-06
SA,halfstep,P,CD,2,0.000000e+00
SA,halfstep,P,CD,3,0.000000e+00
SA,halfstep,P,CD,4,0.000000e+00
SA,halfstep,P,CD,5,0.000000e+00
SA,halfstep,P,CD,6,0.000000e+00
SA,halfstep,P,CD,7,0.000000e+00
SA,halfstep,P,CD,8,0.000000e+00
SA,halfstep,P,CD,9,0.000000e+00
SA,halfstep,P,CD,10,1.442250e-06
SA,halfstep,P,CD,11,-2.484500e-07
SA,halfstep,P,CD,12,2.623400e-07
SA,halfstep,P,CD,13,6.527400e-07
SA,halfstep,P,CD,14,-1.033160e-06
SA,halfstep,P,CD,15,-9.010400e-07
SA,halfstep,P,CD,16,1.000630e-06
SA,halfstep,P,CD,17,1.092970e-06
SA,halfstep,P,CD,18,1.271000e-08
SA,halfstep,P,CD,19,-8.662100e-07
SA,halfstep,P,CD,20,1.188150e-06
SA,halfstep,P,CD,21,1.632500e-07
SA,halfstep,P,CD,22,3.419420e-06
SA,halfstep,P,CD,23,1.965090e-06
SA,halfstep,P,CD,24,2.468730e-06
SA,halfstep,P,CD,25,5.136100e-07
SA,halfstep,P,CD,26,-2.417670e-06
SA,halfstep,P,CD,27,-1.642020e-06
SA,halfstep,P,CD,28,-8.311300e-07
SA,halfstep,P,CD,29,-1.786280e-06
SA,halfstep,P,CD,30,7.777100e-07
SA,halfstep,P,CD,31,2.389830e-06
SA,halfstep,P,CD,32,3.474970e-06
SA,halfstep,P,CD,33,2.684000e-06
SA,halfstep,P,CD,34,-2.155840e-06
SA,halfstep,P,CD,35,-5.849910e-06
SA,halfstep,P,CD,36,-3.649750e-06
SA,halfstep,P,CD,37,2.337240e-06
SA,halfstep,P,CD,38,1.681470e-06
SA,halfstep,P,CD,39,8.905800e-07
SA,halfstep,P,CDp,2,0.000000e+00
SA,halfstep,P,CDp,3,0.000000e+00
SA,halfstep,P,CDp,4,0.000000e+00
SA,halfstep,P,CDp,5,0.000000e+00
SA,halfstep,P,CDp,6,0.000000e+00
SA,halfstep,P,CDp,7,0.000000e+00
SA,halfstep,P,CDp,8,0.000000e+00
SA,halfstep,P,CDp,9,0.000000e+00
SA,halfstep,P,CDp,10,1.443178e-06
SA,halfstep,P,CDp,11,-2.508631e-07
SA,halfstep,P,CDp,12,2.613118e-07
SA,halfstep,P,CDp,13,6.503349e-07
SA,halfstep,P,CDp,14,-1.037885e-06
SA,halfstep,P,CDp,15,-9.011021e-07
SA,halfstep,P,CDp,16,9.913647e-07
SA,halfstep,P,CDp,17,1.075212e-06
SA,halfstep,P,CDp,18,-7.988402e-09
SA,halfstep,P,CDp,19,-8.877945e-07
SA,halfstep,P,CDp,20,1.177764e-06
SA,halfstep,P,CDp,21,1.684255e-07
SA,halfstep,P,CDp,22,3.439567e-06
SA,halfstep,P,CDp,23,2.004044e-06
SA,halfstep,P,CDp,24,2.543941e-06
SA,halfstep,P,CDp,25,5.395672e-07
SA,halfstep,P,CDp,26,-2.394580e-06
SA,halfstep,P,CDp,27,-1.606240e-06
SA,halfstep,P,CDp,28,-7.632107e-07
SA,halfstep,P,CDp,29,-1.730859e-06
SA,halfstep,P,CDp,30,8.325691e-07
SA,halfstep,P,CDp,31,2.436522e-06
SA,halfstep,P,CDp,32,3.522024e-06
SA,halfstep,P,CDp,33,2.717997e-06
SA,halfstep,P,CDp,34,-2.103842e-06
SA,halfstep,P,CDp,35,-5.800669e-06
SA,halfstep,P,CDp,36,-3.614626e-06
SA,halfstep,P,CDp,37,2.397092e-06
SA,halfstep,P,CDp,38,1.727657e-06
SA,halfstep,P,CDp,39,9.052017e-07
SA,halfstep,P,CDv,2,0.000000e+00
SA,halfstep,P,CDv,3,0.000000e+00
SA,halfstep,P,CDv,4,0.000000e+00
SA,halfstep,P,CDv,5,0.000000e+00
SA,halfstep,P,CDv,6,0.000000e+00
SA,halfstep,P,CDv,7,0.000000e+00
SA,halfstep,P,CDv,8,0.000000e+00
SA,halfstep,P,CDv,9,0.000000e+00
SA,halfstep,P,CDv,10,-5.343043e-10
SA,halfstep,P,CDv,11,1.934712e-09
SA,halfstep,P,CDv,12,8.722413e-10
SA,halfstep,P,CDv,13,2.190451e-09
SA,halfstep,P,CDv,14,4.903083e-09
SA,halfstep,P,CDv,15,1.168218e-09
SA,halfstep,P,CDv,16,8.930196e-09
SA,halfstep,P,CDv,17,1.777412e-08
SA,halfstep,P,CDv,18,2.055921e-08
SA,halfstep,P,CDv,19,2.181969e-08
SA,halfstep,P,CDv,20,1.049361e-08
SA,halfstep,P,CDv,21,-4.360332e-09
SA,halfstep,P,CDv,22,-1.992587e-08
SA,halfstep,P,CDv,23,-3.976444e-08
SA,halfstep,P,CDv,24,-7.494788e-08
SA,halfstep,P,CDv,25,-2.660421e-08
SA,halfstep,P,CDv,26,-2.291143e-08
SA,halfstep,P,CDv,27,-3.568793e-08
SA,halfstep,P,CDv,28,-6.739718e-08
SA,halfstep,P,CDv,29,-5.588899e-08
SA,halfstep,P,CDv,30,-5.483804e-08
SA,halfstep,P,CDv,31,-4.694349e-08
SA,halfstep,P,CDv,32,-4.759054e-08
SA,halfstep,P,CDv,33,-3.401930e-08
SA,halfstep,P,CDv,34,-5.199847e-08
SA,halfstep,P,CDv,35,-4.945277e-08
SA,halfstep,P,CDv,36,-3.412350e-08
SA,halfstep,P,CDv,37,-5.905664e-08
SA,halfstep,P,CDv,38,-4.741268e-08
SA,halfstep,P,CDv,39,-1.449662e-08
SST,production,GP2,CL,2,0.000000e+00
SST,production,GP2,CL,3,0.000000e+00
SST,production,GP2,CL,4,0.000000e+00
SST,production,GP2,CL,5,0.000000e+00
SST,production,GP2,CL,6,0.000000e+00
SST,production,GP2,CL,7,0.000000e+00
SST,production,GP2,CL,8,0.000000e+00
SST,production,GP2,CL,9,0.000000e+00
SST,production,GP2,CL,10,-2.380320e-05
SST,production,GP2,CL,11,-4.422200e-05
SST,production,GP2,CL,12,-6.298320e-05
SST,production,GP2,CL,13,-6.399820e-05
SST,production,GP2,CL,14,-5.775210e-05
SST,production,GP2,CL,15,-5.346260e-05
SST,production,GP2,CL,16,-4.493840e-05
SST,production,GP2,CL,17,-3.080040e-05
SST,production,GP2,CL,18,-7.752800e-06
SST,production,GP2,CL,19,1.912900e-05
SST,production,GP2,CL,20,2.044486e-04
SST,production,GP2,CL,21,3.484300e-04
SST,production,GP2,CL,22,3.949591e-04
SST,production,GP2,CL,23,3.714290e-04
SST,production,GP2,CL,24,3.034662e-04
SST,production,GP2,CL,25,2.144640e-04
SST,production,GP2,CL,26,1.373119e-04
SST,production,GP2,CL,27,1.047317e-04
SST,production,GP2,CL,28,1.316917e-04
SST,production,GP2,CL,29,2.128048e-04
SST,production,GP2,CL,30,1.875713e-04
SST,production,GP2,CL,31,1.804836e-04
SST,production,GP2,CL,32,1.466845e-04
SST,production,GP2,CL,33,1.602399e-04
SST,production,GP2,CL,34,1.979413e-04
SST,production,GP2,CL,35,2.289284e-04
SST,production,GP2,CL,36,2.351722e-04
SST,production,GP2,CL,37,2.083364e-04
SST,production,GP2,CL,38,1.473586e-04
SST,production,GP2,CL,39,6.308810e-05
SST,production,GP2,CL,40,-3.609650e-05
SST,production,GP2,CD,2,0.000000e+00
SST,production,GP2,CD,3,0.000000e+00
SST,production,GP2,CD,4,0.000000e+00
SST,production,GP2,CD,5,0.000000e+00
SST,production,GP2,CD,6,0.000000e+00
SST,production,GP2,CD,7,0.000000e+00
SST,production,GP2,CD,8,0.000000e+00
SST,production,GP2,CD,9,0.000000e+00
SST,production,GP2,CD,10,2.826114e-05
SST,production,GP2,CD,11,4.277020e-05
SST,production,GP2,CD,12,3.910136e-05
SST,production,GP2,CD,13,3.156267e-05
SST,production,GP2,CD,14,2.739783e-05
SST,production,GP2,CD,15,2.785342e-05
SST,production,GP2,CD,16,3.225926e-05
SST,production,GP2,CD,17,3.773981e-05
SST,production,GP2,CD,18,4.236386e-05
SST,production,GP2,CD,19,4.552946e-05
SST,production,GP2,CD,20,5.485676e-05
SST,production,GP2,CD,21,6.836937e-05
SST,production,GP2,CD,22,7.636518e-05
SST,production,GP2,CD,23,8.194816e-05
SST,production,GP2,CD,24,8.065081e-05
SST,production,GP2,CD,25,6.957465e-05
SST,production,GP2,CD,26,5.547568e-05
SST,production,GP2,CD,27,4.610214e-05
SST,production,GP2,CD,28,4.814726e-05
SST,production,GP2,CD,29,6.140271e-05
SST,production,GP2,CD,30,6.317132e-05
SST,production,GP2,CD,31,7.414373e-05
SST,production,GP2,CD,32,7.090644e-05
SST,production,GP2,CD,33,7.042315e-05
SST,production,GP2,CD,34,7.445287e-05
SST,production,GP2,CD,35,8.187034e-05
SST,production,GP2,CD,36,8.775902e-05
SST,production,GP2,CD,37,8.664487e-05
SST,production,GP2,CD,38,7.754972e-05
SST,production,GP2,CD,39,6.341948e-05
SST,production,GP2,CD,40,4.626100e-05
SST,production,GP2,CDp,2,0.000000e+00
SST,production,GP2,CDp,3,0.000000e+00
SST,production,GP2,CDp,4,0.000000e+00
SST,production,GP2,CDp,5,0.000000e+00
SST,production,GP2,CDp,6,0.000000e+00
SST,production,GP2,CDp,7,0.000000e+00
SST,production,GP2,CDp,8,0.000000e+00
SST,production,GP2,CDp,9,0.000000e+00
SST,production,GP2,CDp,10,2.817641e-05
SST,production,GP2,CDp,11,4.261797e-05
SST,production,GP2,CDp,12,3.891433e-05
SST,production,GP2,CDp,13,3.138821e-05
SST,production,GP2,CDp,14,2.729260e-05
SST,production,GP2,CDp,15,2.786234e-05
SST,production,GP2,CDp,16,3.240008e-05
SST,production,GP2,CDp,17,3.801669e-05
SST,production,GP2,CDp,18,4.277815e-05
SST,production,GP2,CDp,19,4.608532e-05
SST,production,GP2,CDp,20,5.559064e-05
SST,production,GP2,CDp,21,6.918754e-05
SST,production,GP2,CDp,22,7.724621e-05
SST,production,GP2,CDp,23,8.286064e-05
SST,production,GP2,CDp,24,8.154570e-05
SST,production,GP2,CDp,25,7.041954e-05
SST,production,GP2,CDp,26,5.627785e-05
SST,production,GP2,CDp,27,4.687918e-05
SST,production,GP2,CDp,28,4.891745e-05
SST,production,GP2,CDp,29,6.217641e-05
SST,production,GP2,CDp,30,6.410209e-05
SST,production,GP2,CDp,31,7.518924e-05
SST,production,GP2,CDp,32,7.207966e-05
SST,production,GP2,CDp,33,7.172062e-05
SST,production,GP2,CDp,34,7.584335e-05
SST,production,GP2,CDp,35,8.330128e-05
SST,production,GP2,CDp,36,8.919842e-05
SST,production,GP2,CDp,37,8.808881e-05
SST,production,GP2,CDp,38,7.900687e-05
SST,production,GP2,CDp,39,6.488019e-05
SST,production,GP2,CDp,40,4.770769e-05
SST,production,GP2,CDv,2,0.000000e+00
SST,production,GP2,CDv,3,0.000000e+00
SST,production,GP2,CDv,4,0.000000e+00
SST,production,GP2,CDv,5,0.000000e+00
SST,production,GP2,CDv,6,0.000000e+00
SST,production,GP2,CDv,7,0.000000e+00
SST,production,GP2,CDv,8,0.000000e+00
SST,production,GP2,CDv,9,0.000000e+00
SST,production,GP2,CDv,10,9.222427e-08
SST,production,GP2,CDv,11,1.601430e-07
SST,production,GP2,CDv,12,1.936624e-07
SST,production,GP2,CDv,13,1.812931e-07
SST,production,GP2,CDv,14,1.121949e-07
SST,production,GP2,CDv,15,-3.100476e-09
SST,production,GP2,CDv,16,-1.358446e-07
SST,production,GP2,CDv,17,-2.706143e-07
SST,production,GP2,CDv,18,-4.076252e-07
SST,production,GP2,CDv,19,-5.487998e-07
SST,production,GP2,CDv,20,-7.452299e-07
SST,production,GP2,CDv,21,-8.352006e-07
SST,production,GP2,CDv,22,-8.980903e-07
SST,production,GP2,CDv,23,-9.295446e-07
SST,production,GP2,CDv,24,-9.102417e-07
SST,production,GP2,CDv,25,-8.597854e-07
SST,production,GP2,CDv,26,-8.158182e-07
SST,production,GP2,CDv,27,-7.920351e-07
SST,production,GP2,CDv,28,-7.840017e-07
SST,production,GP2,CDv,29,-7.884877e-07
SST,production,GP2,CDv,30,-9.302686e-07
SST,production,GP2,CDv,31,-1.039765e-06
SST,production,GP2,CDv,32,-1.168248e-06
SST,production,GP2,CDv,33,-1.294253e-06
SST,production,GP2,CDv,34,-1.386448e-06
SST,production,GP2,CDv,35,-1.427447e-06
SST,production,GP2,CDv,36,-1.435975e-06
SST,production,GP2,CDv,37,-1.440977e-06
SST,production,GP2,CDv,38,-1.453593e-06
SST,production,GP2,CDv,39,-1.458665e-06
SST,production,GP2,CDv,40,-1.446339e-06
SST,production,NN2,CL,2,0.000000e+00
SST,production,NN2,CL,3,0.000000e+00
SST,production,NN2,CL,4,0.000000e+00
SST,production,NN2,CL,5,0.000000e+00
SST,production,NN2,CL,6,0.000000e+00
SST,production,NN2,CL,7,0.000000e+00
SST,production,NN2,CL,8,0.000000e+00
SST,production,NN2,CL,9,0.000000e+00
SST,production,NN2,CL,10,-2.599160e-05
SST,production,NN2,CL,11,-4.201340e-05
SST,production,NN2,CL,12,-6.164840e-05
SST,production,NN2,CL,13,-6.273140e-05
SST,production,NN2,CL,14,-5.173730e-05
SST,production,NN2,CL,15,-4.507570e-05
SST,production,NN2,CL,16,-3.845050e-05
SST,production,NN2,CL,17,-2.897380e-05
SST,production,NN2,CL,18,-9.469100e-06
SST,production,NN2,CL,19,1.610210e-05
SST,production,NN2,CL,20,1.862750e-04
SST,production,NN2,CL,21,3.326028e-04
SST,production,NN2,CL,22,3.873350e-04
SST,production,NN2,CL,23,3.745880e-04
SST,production,NN2,CL,24,3.139754e-04
SST,production,NN2,CL,25,2.225469e-04
SST,production,NN2,CL,26,1.390049e-04
SST,production,NN2,CL,27,1.064656e-04
SST,production,NN2,CL,28,1.369409e-04
SST,production,NN2,CL,29,2.183246e-04
SST,production,NN2,CL,30,1.806121e-04
SST,production,NN2,CL,31,1.889806e-04
SST,production,NN2,CL,32,1.556469e-04
SST,production,NN2,CL,33,1.661411e-04
SST,production,NN2,CL,34,1.997012e-04
SST,production,NN2,CL,35,2.294598e-04
SST,production,NN2,CL,36,2.376597e-04
SST,production,NN2,CL,37,2.134967e-04
SST,production,NN2,CL,38,1.509649e-04
SST,production,NN2,CL,39,6.055420e-05
SST,production,NN2,CL,40,-1.624000e-05
SST,production,NN2,CD,2,0.000000e+00
SST,production,NN2,CD,3,0.000000e+00
SST,production,NN2,CD,4,0.000000e+00
SST,production,NN2,CD,5,0.000000e+00
SST,production,NN2,CD,6,0.000000e+00
SST,production,NN2,CD,7,0.000000e+00
SST,production,NN2,CD,8,0.000000e+00
SST,production,NN2,CD,9,0.000000e+00
SST,production,NN2,CD,10,2.928807e-05
SST,production,NN2,CD,11,4.388779e-05
SST,production,NN2,CD,12,3.916744e-05
SST,production,NN2,CD,13,3.119745e-05
SST,production,NN2,CD,14,2.787464e-05
SST,production,NN2,CD,15,2.885759e-05
SST,production,NN2,CD,16,3.319145e-05
SST,production,NN2,CD,17,3.791541e-05
SST,production,NN2,CD,18,4.146005e-05
SST,production,NN2,CD,19,4.403699e-05
SST,production,NN2,CD,20,5.362088e-05
SST,production,NN2,CD,21,6.622769e-05
SST,production,NN2,CD,22,7.692109e-05
SST,production,NN2,CD,23,8.467480e-05
SST,production,NN2,CD,24,8.291535e-05
SST,production,NN2,CD,25,7.055691e-05
SST,production,NN2,CD,26,5.567948e-05
SST,production,NN2,CD,27,4.772736e-05
SST,production,NN2,CD,28,5.174867e-05
SST,production,NN2,CD,29,6.489026e-05
SST,production,NN2,CD,30,6.505372e-05
SST,production,NN2,CD,31,7.642940e-05
SST,production,NN2,CD,32,6.983425e-05
SST,production,NN2,CD,33,6.751338e-05
SST,production,NN2,CD,34,7.218106e-05
SST,production,NN2,CD,35,8.206818e-05
SST,production,NN2,CD,36,8.999412e-05
SST,production,NN2,CD,37,8.964381e-05
SST,production,NN2,CD,38,7.923002e-05
SST,production,NN2,CD,39,6.339235e-05
SST,production,NN2,CD,40,4.735281e-05
SST,production,NN2,CDp,2,0.000000e+00
SST,production,NN2,CDp,3,0.000000e+00
SST,production,NN2,CDp,4,0.000000e+00
SST,production,NN2,CDp,5,0.000000e+00
SST,production,NN2,CDp,6,0.000000e+00
SST,production,NN2,CDp,7,0.000000e+00
SST,production,NN2,CDp,8,0.000000e+00
SST,production,NN2,CDp,9,0.000000e+00
SST,production,NN2,CDp,10,2.920451e-05
SST,production,NN2,CDp,11,4.373590e-05
SST,production,NN2,CDp,12,3.898033e-05
SST,production,NN2,CDp,13,3.102065e-05
SST,production,NN2,CDp,14,2.776556e-05
SST,production,NN2,CDp,15,2.886215e-05
SST,production,NN2,CDp,16,3.332657e-05
SST,production,NN2,CDp,17,3.818413e-05
SST,production,NN2,CDp,18,4.186506e-05
SST,production,NN2,CDp,19,4.458305e-05
SST,production,NN2,CDp,20,5.434659e-05
SST,production,NN2,CDp,21,6.703510e-05
SST,production,NN2,CDp,22,7.779053e-05
SST,production,NN2,CDp,23,8.557345e-05
SST,production,NN2,CDp,24,8.379407e-05
SST,production,NN2,CDp,25,7.138550e-05
SST,production,NN2,CDp,26,5.646486e-05
SST,production,NN2,CDp,27,4.848640e-05
SST,production,NN2,CDp,28,5.249774e-05
SST,production,NN2,CDp,29,6.563909e-05
SST,production,NN2,CDp,30,6.595308e-05
SST,production,NN2,CDp,31,7.744365e-05
SST,production,NN2,CDp,32,7.097565e-05
SST,production,NN2,CDp,33,6.878187e-05
SST,production,NN2,CDp,34,7.354828e-05
SST,production,NN2,CDp,35,8.348254e-05
SST,production,NN2,CDp,36,9.142539e-05
SST,production,NN2,CDp,37,9.109036e-05
SST,production,NN2,CDp,38,8.070083e-05
SST,production,NN2,CDp,39,6.487871e-05
SST,production,NN2,CDp,40,4.883758e-05
SST,production,NN2,CDv,2,0.000000e+00
SST,production,NN2,CDv,3,0.000000e+00
SST,production,NN2,CDv,4,0.000000e+00
SST,production,NN2,CDv,5,0.000000e+00
SST,production,NN2,CDv,6,0.000000e+00
SST,production,NN2,CDv,7,0.000000e+00
SST,production,NN2,CDv,8,0.000000e+00
SST,production,NN2,CDv,9,0.000000e+00
SST,production,NN2,CDv,10,9.113850e-08
SST,production,NN2,CDv,11,1.598894e-07
SST,production,NN2,CDv,12,1.944136e-07
SST,production,NN2,CDv,13,1.835056e-07
SST,production,NN2,CDv,14,1.156213e-07
SST,production,NN2,CDv,15,1.744271e-09
SST,production,NN2,CDv,16,-1.291476e-07
SST,production,NN2,CDv,17,-2.623467e-07
SST,production,NN2,CDv,18,-3.985600e-07
SST,production,NN2,CDv,19,-5.394373e-07
SST,production,NN2,CDv,20,-7.363989e-07
SST,production,NN2,CDv,21,-8.243928e-07
SST,production,NN2,CDv,22,-8.863502e-07
SST,production,NN2,CDv,23,-9.152933e-07
SST,production,NN2,CDv,24,-8.940833e-07
SST,production,NN2,CDv,25,-8.431391e-07
SST,production,NN2,CDv,26,-7.991393e-07
SST,production,NN2,CDv,27,-7.741485e-07
SST,production,NN2,CDv,28,-7.633675e-07
SST,production,NN2,CDv,29,-7.638835e-07
SST,production,NN2,CDv,30,-8.986524e-07
SST,production,NN2,CDv,31,-1.008996e-06
SST,production,NN2,CDv,32,-1.137185e-06
SST,production,NN2,CDv,33,-1.265508e-06
SST,production,NN2,CDv,34,-1.363326e-06
SST,production,NN2,CDv,35,-1.411104e-06
SST,production,NN2,CDv,36,-1.428115e-06
SST,production,NN2,CDv,37,-1.443956e-06
SST,production,NN2,CDv,38,-1.468432e-06
SST,production,NN2,CDv,39,-1.483972e-06
SST,production,NN2,CDv,40,-1.484896e-06
SST,production,P,CL,2,0.000000e+00
SST,production,P,CL,3,0.000000e+00
SST,production,P,CL,4,0.000000e+00
SST,production,P,CL,5,0.000000e+00
SST,production,P,CL,6,0.000000e+00
SST,production,P,CL,7,0.000000e+00
SST,production,P,CL,8,0.000000e+00
SST,production,P,CL,9,0.000000e+00
SST,production,P,CL,10,-2.188400e-06
SST,production,P,CL,11,2.208600e-06
SST,production,P,CL,12,1.334800e-06
SST,production,P,CL,13,1.266800e-06
SST,production,P,CL,14,6.014800e-06
SST,production,P,CL,15,8.386900e-06
SST,production,P,CL,16,6.487900e-06
SST,production,P,CL,17,1.826600e-06
SST,production,P,CL,18,-1.716300e-06
SST,production,P,CL,19,-3.026900e-06
SST,production,P,CL,20,-1.817360e-05
SST,production,P,CL,21,-1.582720e-05
SST,production,P,CL,22,-7.624100e-06
SST,production,P,CL,23,3.159000e-06
SST,production,P,CL,24,1.050920e-05
SST,production,P,CL,25,8.082900e-06
SST,production,P,CL,26,1.693000e-06
SST,production,P,CL,27,1.733900e-06
SST,production,P,CL,28,5.249200e-06
SST,production,P,CL,29,5.519800e-06
SST,production,P,CL,30,-6.959200e-06
SST,production,P,CL,31,8.497000e-06
SST,production,P,CL,32,8.962400e-06
SST,production,P,CL,33,5.901200e-06
SST,production,P,CL,34,1.759900e-06
SST,production,P,CL,35,5.314000e-07
SST,production,P,CL,36,2.487500e-06
SST,production,P,CL,37,5.160300e-06
SST,production,P,CL,38,3.606300e-06
SST,production,P,CL,39,-2.533900e-06
SST,production,P,CL,40,1.985650e-05
SST,production,P,CD,2,0.000000e+00
SST,production,P,CD,3,0.000000e+00
SST,production,P,CD,4,0.000000e+00
SST,production,P,CD,5,0.000000e+00
SST,production,P,CD,6,0.000000e+00
SST,production,P,CD,7,0.000000e+00
SST,production,P,CD,8,0.000000e+00
SST,production,P,CD,9,0.000000e+00
SST,production,P,CD,10,1.026926e-06
SST,production,P,CD,11,1.117589e-06
SST,production,P,CD,12,6.608100e-08
SST,production,P,CD,13,-3.652170e-07
SST,production,P,CD,14,4.768110e-07
SST,production,P,CD,15,1.004163e-06
SST,production,P,CD,16,9.321910e-07
SST,production,P,CD,17,1.755990e-07
SST,production,P,CD,18,-9.038050e-07
SST,production,P,CD,19,-1.492472e-06
SST,production,P,CD,20,-1.235880e-06
SST,production,P,CD,21,-2.141677e-06
SST,production,P,CD,22,5.559100e-07
SST,production,P,CD,23,2.726640e-06
SST,production,P,CD,24,2.264542e-06
SST,production,P,CD,25,9.822680e-07
SST,production,P,CD,26,2.037950e-07
SST,production,P,CD,27,1.625213e-06
SST,production,P,CD,28,3.601410e-06
SST,production,P,CD,29,3.487550e-06
SST,production,P,CD,30,1.882409e-06
SST,production,P,CD,31,2.285673e-06
SST,production,P,CD,32,-1.072191e-06
SST,production,P,CD,33,-2.909775e-06
SST,production,P,CD,34,-2.271811e-06
SST,production,P,CD,35,1.978390e-07
SST,production,P,CD,36,2.235103e-06
SST,production,P,CD,37,2.998942e-06
SST,production,P,CD,38,1.680297e-06
SST,production,P,CD,39,-2.712700e-08
SST,production,P,CD,40,1.091816e-06
SST,production,P,CDp,2,0.000000e+00
SST,production,P,CDp,3,0.000000e+00
SST,production,P,CDp,4,0.000000e+00
SST,production,P,CDp,5,0.000000e+00
SST,production,P,CDp,6,0.000000e+00
