case,model,step,steps_after_event,dCL,dCD,dCDp,dCDv,dCMz
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,319,119,1.047793e-04,5.216981e-06,6.000000e-06,0.000000e+00,2.399740e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,320,120,1.049411e-04,5.203431e-06,6.000000e-06,0.000000e+00,2.400531e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,321,121,1.051096e-04,5.189554e-06,6.000000e-06,0.000000e+00,2.401612e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,322,122,1.052857e-04,5.175627e-06,6.000000e-06,0.000000e+00,2.402914e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,323,123,1.054687e-04,5.161998e-06,6.000000e-06,0.000000e+00,2.404329e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,324,124,1.056567e-04,5.148964e-06,6.000000e-06,0.000000e+00,2.405745e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,325,125,1.058467e-04,5.136641e-06,6.000000e-06,0.000000e+00,2.407074e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,326,126,1.060345e-04,5.124882e-06,6.000000e-06,0.000000e+00,2.408254e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,327,127,1.062158e-04,5.113290e-06,6.000000e-06,0.000000e+00,2.409240e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,328,128,1.063867e-04,5.101340e-06,6.000000e-06,0.000000e+00,2.410007e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,329,129,1.065449e-04,5.088563e-06,6.000000e-06,0.000000e+00,2.410557e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,330,130,1.066902e-04,5.074735e-06,6.000000e-06,0.000000e+00,2.410933e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,331,131,1.068252e-04,5.059973e-06,5.000000e-06,0.000000e+00,2.411211e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,332,132,1.069539e-04,5.044680e-06,5.000000e-06,0.000000e+00,2.411478e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,333,133,1.070817e-04,5.029389e-06,5.000000e-06,0.000000e+00,2.411802e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,334,134,1.072130e-04,5.014558e-06,5.000000e-06,0.000000e+00,2.412212e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,335,135,1.073514e-04,5.000441e-06,5.000000e-06,0.000000e+00,2.412713e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,336,136,1.074990e-04,4.987071e-06,5.000000e-06,0.000000e+00,2.413308e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,337,137,1.076559e-04,4.974352e-06,5.000000e-06,0.000000e+00,2.414028e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,338,138,1.078215e-04,4.962190e-06,5.000000e-06,0.000000e+00,2.414934e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,339,139,1.079937e-04,4.950563e-06,5.000000e-06,0.000000e+00,2.416085e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,340,140,1.081698e-04,4.939509e-06,5.000000e-06,0.000000e+00,2.417491e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,341,141,1.083468e-04,4.929049e-06,5.000000e-06,0.000000e+00,2.419082e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,342,142,1.085209e-04,4.919073e-06,5.000000e-06,0.000000e+00,2.420708e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,343,143,1.086892e-04,4.909302e-06,5.000000e-06,0.000000e+00,2.422182e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,344,144,1.088492e-04,4.899314e-06,5.000000e-06,0.000000e+00,2.423347e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,345,145,1.089999e-04,4.888659e-06,5.000000e-06,0.000000e+00,2.424127e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,346,146,1.091415e-04,4.877008e-06,5.000000e-06,0.000000e+00,2.424551e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,347,147,1.092748e-04,4.864261e-06,5.000000e-06,0.000000e+00,2.424733e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,348,148,1.094020e-04,4.850613e-06,5.000000e-06,0.000000e+00,2.424826e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,349,149,1.095252e-04,4.836496e-06,5.000000e-06,0.000000e+00,2.424976e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,350,150,1.096468e-04,4.822450e-06,5.000000e-06,0.000000e+00,2.425280e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,351,151,1.097693e-04,4.808952e-06,5.000000e-06,0.000000e+00,2.425773e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,352,152,1.098945e-04,4.796275e-06,5.000000e-06,0.000000e+00,2.426435e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,353,153,1.100238e-04,4.784446e-06,5.000000e-06,0.000000e+00,2.427211e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,354,154,1.101577e-04,4.773297e-06,5.000000e-06,0.000000e+00,2.428035e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,355,155,1.102960e-04,4.762607e-06,5.000000e-06,0.000000e+00,2.428862e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,356,156,1.104382e-04,4.752223e-06,5.000000e-06,0.000000e+00,2.429677e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,357,157,1.105832e-04,4.742127e-06,5.000000e-06,0.000000e+00,2.430499e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,358,158,1.107297e-04,4.732364e-06,5.000000e-06,0.000000e+00,2.431367e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,359,159,1.108767e-04,4.722945e-06,5.000000e-06,0.000000e+00,2.432312e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,360,160,1.110230e-04,4.713735e-06,5.000000e-06,0.000000e+00,2.433339e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,361,161,1.111672e-04,4.704449e-06,5.000000e-06,0.000000e+00,2.434414e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,362,162,1.113082e-04,4.694753e-06,5.000000e-06,0.000000e+00,2.435471e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,363,163,1.114448e-04,4.684420e-06,5.000000e-06,0.000000e+00,2.436437e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,364,164,1.115765e-04,4.673454e-06,5.000000e-06,0.000000e+00,2.437261e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,365,165,1.117034e-04,4.662097e-06,5.000000e-06,0.000000e+00,2.437930e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,366,166,1.118263e-04,4.650727e-06,5.000000e-06,0.000000e+00,2.438475e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,367,167,1.119470e-04,4.639693e-06,5.000000e-06,0.000000e+00,2.438954e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,368,168,1.120668e-04,4.629168e-06,5.000000e-06,0.000000e+00,2.439436e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,369,169,1.121872e-04,4.619121e-06,5.000000e-06,0.000000e+00,2.439977e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,370,170,1.123094e-04,4.609379e-06,5.000000e-06,0.000000e+00,2.440606e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,371,171,1.124334e-04,4.599755e-06,5.000000e-06,0.000000e+00,2.441333e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,372,172,1.125590e-04,4.590156e-06,5.000000e-06,0.000000e+00,2.442145e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,373,173,1.126858e-04,4.580619e-06,5.000000e-06,0.000000e+00,2.443027e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,374,174,1.128134e-04,4.571267e-06,5.000000e-06,0.000000e+00,2.443957e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,375,175,1.129418e-04,4.562212e-06,5.000000e-06,0.000000e+00,2.444918e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,376,176,1.130710e-04,4.553487e-06,5.000000e-06,0.000000e+00,2.445890e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,377,177,1.132010e-04,4.545004e-06,5.000000e-06,0.000000e+00,2.446852e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,378,178,1.133317e-04,4.536598e-06,5.000000e-06,0.000000e+00,2.447781e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,379,179,1.134620e-04,4.528078e-06,5.000000e-06,0.000000e+00,2.448658e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,380,180,1.135909e-04,4.519303e-06,5.000000e-06,0.000000e+00,2.449476e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,381,181,1.137167e-04,4.510209e-06,5.000000e-06,0.000000e+00,2.450237e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,382,182,1.138385e-04,4.500814e-06,5.000000e-06,0.000000e+00,2.450961e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,383,183,1.139560e-04,4.491187e-06,5.000000e-06,0.000000e+00,2.451668e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,384,184,1.140699e-04,4.481416e-06,5.000000e-06,0.000000e+00,2.452376e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,385,185,1.141810e-04,4.471597e-06,5.000000e-06,0.000000e+00,2.453086e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,386,186,1.142907e-04,4.461813e-06,5.000000e-06,0.000000e+00,2.453783e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,387,187,1.144002e-04,4.452139e-06,5.000000e-06,0.000000e+00,2.454443e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,388,188,1.145101e-04,4.442630e-06,5.000000e-06,0.000000e+00,2.455049e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,389,189,1.146206e-04,4.433326e-06,5.000000e-06,0.000000e+00,2.455607e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,390,190,1.147318e-04,4.424241e-06,5.000000e-06,0.000000e+00,2.456150e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,391,191,1.148436e-04,4.415374e-06,5.000000e-06,0.000000e+00,2.456737e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,392,192,1.149565e-04,4.406725e-06,5.000000e-06,0.000000e+00,2.457428e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,393,193,1.150706e-04,4.398313e-06,5.000000e-06,0.000000e+00,2.458259e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,394,194,1.151862e-04,4.390166e-06,5.000000e-06,0.000000e+00,2.459226e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,395,195,1.153031e-04,4.382304e-06,5.000000e-06,0.000000e+00,2.460279e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,396,196,1.154208e-04,4.374710e-06,5.000000e-06,0.000000e+00,2.461337e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,397,197,1.155383e-04,4.367312e-06,5.000000e-06,0.000000e+00,2.462321e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,398,198,1.156548e-04,4.359983e-06,5.000000e-06,0.000000e+00,2.463180e-05
RANS_SST_WD_0.05-0.10_ConsGalerkinProj_OneShot_Second,SST,399,199,1.157697e-04,4.352587e-06,5.000000e-06,0.000000e+00,2.463915e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,200,0,4.134680e-05,2.502351e-06,3.000000e-06,0.000000e+00,1.258171e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,1,8.197720e-05,8.641579e-06,9.000000e-06,0.000000e+00,2.546532e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,202,2,1.042041e-04,1.125031e-05,1.100000e-05,0.000000e+00,2.939876e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,203,3,1.147350e-04,1.103919e-05,1.100000e-05,0.000000e+00,2.840347e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,204,4,1.179408e-04,1.020450e-05,1.000000e-05,0.000000e+00,2.666933e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,205,5,1.176172e-04,8.974784e-06,9.000000e-06,0.000000e+00,2.526994e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,206,6,1.176791e-04,7.741048e-06,8.000000e-06,0.000000e+00,2.426457e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,207,7,1.188873e-04,6.917266e-06,7.000000e-06,0.000000e+00,2.356146e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,208,8,1.197540e-04,6.882435e-06,7.000000e-06,0.000000e+00,2.337096e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,209,9,1.184244e-04,7.225569e-06,7.000000e-06,0.000000e+00,2.345401e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,210,10,1.144796e-04,7.663278e-06,8.000000e-06,0.000000e+00,2.356728e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,211,11,1.094191e-04,7.994124e-06,8.000000e-06,0.000000e+00,2.352426e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,212,12,1.052929e-04,8.081425e-06,8.000000e-06,0.000000e+00,2.333012e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,213,13,1.029086e-04,8.092245e-06,8.000000e-06,0.000000e+00,2.311954e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,214,14,1.022133e-04,8.096248e-06,8.000000e-06,0.000000e+00,2.302056e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,215,15,1.025264e-04,8.138451e-06,8.000000e-06,0.000000e+00,2.308241e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,216,16,1.031845e-04,8.217223e-06,9.000000e-06,0.000000e+00,2.325704e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,217,17,1.037979e-04,8.280763e-06,9.000000e-06,0.000000e+00,2.344201e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,218,18,1.042243e-04,8.315538e-06,9.000000e-06,0.000000e+00,2.357763e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,219,19,1.045181e-04,8.327579e-06,9.000000e-06,0.000000e+00,2.365899e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,220,20,1.049110e-04,8.387012e-06,9.000000e-06,0.000000e+00,2.379039e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,221,21,1.053183e-04,8.417317e-06,9.000000e-06,0.000000e+00,2.388353e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,222,22,1.057501e-04,8.430672e-06,9.000000e-06,0.000000e+00,2.397263e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,223,23,1.061779e-04,8.428580e-06,9.000000e-06,0.000000e+00,2.404236e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,224,24,1.065555e-04,8.413193e-06,9.000000e-06,0.000000e+00,2.407055e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,225,25,1.068641e-04,8.388959e-06,9.000000e-06,0.000000e+00,2.405378e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,226,26,1.071527e-04,8.365184e-06,9.000000e-06,0.000000e+00,2.401839e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,227,27,1.073669e-04,8.330075e-06,9.000000e-06,0.000000e+00,2.394189e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,228,28,1.074329e-04,8.272709e-06,9.000000e-06,0.000000e+00,2.378685e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,229,29,1.073968e-04,8.199943e-06,8.000000e-06,0.000000e+00,2.356982e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,230,30,1.072733e-04,8.113236e-06,8.000000e-06,0.000000e+00,2.329360e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,231,31,1.069675e-04,8.001489e-06,8.000000e-06,0.000000e+00,2.292320e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,232,32,1.065249e-04,7.870687e-06,8.000000e-06,0.000000e+00,2.249959e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,233,33,1.060012e-04,7.728911e-06,8.000000e-06,0.000000e+00,2.206481e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,234,34,1.054720e-04,7.587982e-06,8.000000e-06,0.000000e+00,2.166387e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,235,35,1.050956e-04,7.467615e-06,8.000000e-06,0.000000e+00,2.137221e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,236,36,1.048921e-04,7.372317e-06,8.000000e-06,0.000000e+00,2.118494e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,237,37,1.049736e-04,7.310775e-06,8.000000e-06,0.000000e+00,2.114414e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,238,38,1.051883e-04,7.269708e-06,8.000000e-06,0.000000e+00,2.115419e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,239,39,1.056210e-04,7.251983e-06,7.000000e-06,0.000000e+00,2.125452e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,240,40,1.061871e-04,7.252068e-06,7.000000e-06,0.000000e+00,2.140022e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,241,41,1.071761e-04,7.291650e-06,8.000000e-06,0.000000e+00,2.173051e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,242,42,1.080899e-04,7.325620e-06,8.000000e-06,0.000000e+00,2.200684e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,243,43,1.087532e-04,7.347665e-06,8.000000e-06,0.000000e+00,2.213675e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,244,44,1.091853e-04,7.355166e-06,8.000000e-06,0.000000e+00,2.214924e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,245,45,1.094248e-04,7.344450e-06,8.000000e-06,0.000000e+00,2.208194e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,246,46,1.094968e-04,7.312901e-06,8.000000e-06,0.000000e+00,2.197399e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,247,47,1.094643e-04,7.266215e-06,7.000000e-06,0.000000e+00,2.185444e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,248,48,1.093969e-04,7.213933e-06,7.000000e-06,0.000000e+00,2.174043e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,249,49,1.093500e-04,7.165838e-06,7.000000e-06,0.000000e+00,2.163633e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,250,50,1.093571e-04,7.127773e-06,7.000000e-06,0.000000e+00,2.154512e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,251,51,1.094034e-04,7.098078e-06,7.000000e-06,0.000000e+00,2.146480e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,252,52,1.095406e-04,7.079008e-06,7.000000e-06,0.000000e+00,2.141913e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,253,53,1.097714e-04,7.065908e-06,7.000000e-06,0.000000e+00,2.141021e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,254,54,1.099720e-04,7.049027e-06,7.000000e-06,0.000000e+00,2.140381e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,255,55,1.102130e-04,7.032611e-06,7.000000e-06,0.000000e+00,2.141169e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,256,56,1.104134e-04,7.013684e-06,7.000000e-06,0.000000e+00,2.141318e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,257,57,1.106157e-04,6.994560e-06,7.000000e-06,0.000000e+00,2.140989e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,258,58,1.107980e-04,6.974804e-06,7.000000e-06,0.000000e+00,2.140282e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,259,59,1.109615e-04,6.952955e-06,7.000000e-06,0.000000e+00,2.139240e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,260,60,1.110781e-04,6.929994e-06,7.000000e-06,0.000000e+00,2.137845e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,261,61,1.111689e-04,6.907953e-06,7.000000e-06,0.000000e+00,2.136360e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,262,62,1.112776e-04,6.889083e-06,7.000000e-06,0.000000e+00,2.135466e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,263,63,1.114186e-04,6.874751e-06,7.000000e-06,0.000000e+00,2.135472e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,264,64,1.115682e-04,6.863391e-06,7.000000e-06,0.000000e+00,2.135940e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,265,65,1.117403e-04,6.853111e-06,7.000000e-06,0.000000e+00,2.136596e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,266,66,1.119409e-04,6.843803e-06,7.000000e-06,0.000000e+00,2.137318e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,267,67,1.121550e-04,6.833769e-06,7.000000e-06,0.000000e+00,2.138149e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,268,68,1.123461e-04,6.822431e-06,7.000000e-06,0.000000e+00,2.138663e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,269,69,1.125277e-04,6.809585e-06,7.000000e-06,0.000000e+00,2.138741e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,270,70,1.127038e-04,6.796588e-06,7.000000e-06,0.000000e+00,2.138312e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,271,71,1.128645e-04,6.782828e-06,7.000000e-06,0.000000e+00,2.137399e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,272,72,1.129908e-04,6.768583e-06,7.000000e-06,0.000000e+00,2.136140e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,273,73,1.131015e-04,6.752768e-06,7.000000e-06,0.000000e+00,2.134546e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,274,74,1.132169e-04,6.736831e-06,7.000000e-06,0.000000e+00,2.132965e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,275,75,1.133415e-04,6.720631e-06,7.000000e-06,0.000000e+00,2.131676e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,276,76,1.134714e-04,6.703577e-06,7.000000e-06,0.000000e+00,2.130749e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,277,77,1.136001e-04,6.685440e-06,7.000000e-06,0.000000e+00,2.129939e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,278,78,1.137232e-04,6.666597e-06,7.000000e-06,0.000000e+00,2.128932e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,279,79,1.138304e-04,6.649335e-06,7.000000e-06,0.000000e+00,2.127708e-05
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,280,80,1.139370e-04,6.632874e-06,7.000000e-06,0.000000e+00,2.126297e-05
