case,model,step,which,field,src_integral,tgt_integral,rel_defect_(tgt-src)/src,src_change_since_prev_event
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,359,state,Momentum_y,3.275980567239e+02,3.275980550590e+02,-5.082e-09,-7.323e-09
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,359,state,Energy,5.616224496411e+04,5.616224496224e+04,-3.324e-11,4.716e-11
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,359,state,Turb_Kin_Energy,1.765400590825e-03,1.765401164517e-03,3.250e-07,9.095e-07
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,359,state,Omega,1.174434001240e+04,1.174434017496e+04,1.384e-08,7.449e-08
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,368,bdf2_level,Density,3.136275211258e+04,3.136275211328e+04,2.257e-11,
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,368,bdf2_level,Momentum_x,3.119893534815e+03,3.119893535485e+03,2.147e-10,
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,368,bdf2_level,Momentum_y,3.275980580644e+02,3.275980607008e+02,8.048e-09,
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,368,bdf2_level,Energy,5.616224496540e+04,5.616224496569e+04,5.130e-12,
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,368,bdf2_level,Turb_Kin_Energy,1.765399713332e-03,1.765397325523e-03,-1.353e-06,
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,368,bdf2_level,Omega,1.174433994039e+04,1.174433937281e+04,-4.833e-08,
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,369,state,Density,3.136275211268e+04,3.136275211339e+04,2.265e-11,-4.050e-12
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,369,state,Momentum_x,3.119893534910e+03,3.119893535579e+03,2.144e-10,-1.343e-09
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,369,state,Momentum_y,3.275980584629e+02,3.275980611000e+02,8.050e-09,5.309e-09
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,369,state,Energy,5.616224496568e+04,5.616224496598e+04,5.221e-12,2.808e-11
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,369,state,Turb_Kin_Energy,1.765399401511e-03,1.765397011345e-03,-1.354e-06,-6.737e-07
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,369,state,Omega,1.174433992748e+04,1.174433935921e+04,-4.839e-08,-7.231e-09
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,378,bdf2_level,Density,3.136275211401e+04,3.136275211322e+04,-2.498e-11,
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,378,bdf2_level,Momentum_x,3.119893536267e+03,3.119893531668e+03,-1.474e-09,
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,378,bdf2_level,Momentum_y,3.275980627713e+02,3.275980606367e+02,-6.516e-09,
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,378,bdf2_level,Energy,5.616224496769e+04,5.616224496643e+04,-2.243e-11,
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,378,bdf2_level,Turb_Kin_Energy,1.765394760689e-03,1.765395530289e-03,4.359e-07,
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,378,bdf2_level,Omega,1.174433952803e+04,1.174433951666e+04,-9.680e-10,
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,379,state,Density,3.136275211404e+04,3.136275211327e+04,-2.445e-11,4.321e-11
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,379,state,Momentum_x,3.119893536324e+03,3.119893531682e+03,-1.488e-09,4.532e-10
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,379,state,Momentum_y,3.275980622582e+02,3.275980601295e+02,-6.498e-09,1.159e-08
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,379,state,Energy,5.616224496778e+04,5.616224496656e+04,-2.169e-11,3.734e-11
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,379,state,Turb_Kin_Energy,1.765394390603e-03,1.765395145781e-03,4.278e-07,-2.838e-06
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,379,state,Omega,1.174433949960e+04,1.174433948419e+04,-1.312e-09,-3.643e-08
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,388,bdf2_level,Density,3.136275211312e+04,3.136275211212e+04,-3.183e-11,
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,388,bdf2_level,Momentum_x,3.119893532249e+03,3.119893528687e+03,-1.142e-09,
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,388,bdf2_level,Momentum_y,3.275980614158e+02,3.275980623067e+02,2.720e-09,
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,388,bdf2_level,Energy,5.616224496635e+04,5.616224496665e+04,5.355e-12,
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,388,bdf2_level,Turb_Kin_Energy,1.765394946345e-03,1.765396729600e-03,1.010e-06,
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,388,bdf2_level,Omega,1.174433963668e+04,1.174434005862e+04,3.593e-08,
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,389,state,Density,3.136275211306e+04,3.136275211208e+04,-3.127e-11,-3.119e-11
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,389,state,Momentum_x,3.119893532320e+03,3.119893528750e+03,-1.144e-09,-1.283e-09
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,389,state,Momentum_y,3.275980617620e+02,3.275980626526e+02,2.719e-09,-1.515e-09
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,389,state,Energy,5.616224496620e+04,5.616224496653e+04,5.830e-12,-2.811e-11
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,389,state,Turb_Kin_Energy,1.765394857032e-03,1.765396621320e-03,9.994e-07,2.642e-07
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,389,state,Omega,1.174433963736e+04,1.174434005712e+04,3.574e-08,1.173e-08
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,398,bdf2_level,Density,3.136275211108e+04,3.136275211205e+04,3.072e-11,
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,398,bdf2_level,Momentum_x,3.119893529635e+03,3.119893528774e+03,-2.760e-10,
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,398,bdf2_level,Momentum_y,3.275980669720e+02,3.275980690094e+02,6.219e-09,
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,398,bdf2_level,Energy,5.616224496417e+04,5.616224496510e+04,1.655e-11,
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,398,bdf2_level,Turb_Kin_Energy,1.765395251794e-03,1.765393779504e-03,-8.340e-07,
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,398,bdf2_level,Omega,1.174433976529e+04,1.174433932553e+04,-3.744e-08,
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,399,state,Density,3.136275211093e+04,3.136275211190e+04,3.113e-11,-6.797e-11
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,399,state,Momentum_x,3.119893529709e+03,3.119893528858e+03,-2.725e-10,-8.371e-10
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,399,state,Momentum_y,3.275980675010e+02,3.275980695339e+02,6.205e-09,1.752e-08
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,399,state,Energy,5.616224496379e+04,5.616224496476e+04,1.715e-11,-4.286e-11
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,399,state,Turb_Kin_Energy,1.765395135736e-03,1.765393689340e-03,-8.193e-07,1.579e-07
RANS_SST_WD_0.01-20_NN_Drift_Second,SST,399,state,Omega,1.174433976381e+04,1.174433933121e+04,-3.683e-08,1.077e-08
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,8,bdf2_level,Density,3.136275210391e+04,3.136275210393e+04,9.034e-13,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,8,bdf2_level,Momentum_x,3.119893596723e+03,3.119893600667e+03,1.264e-09,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,8,bdf2_level,Momentum_y,3.275980003774e+02,3.275980009065e+02,1.615e-09,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,8,bdf2_level,Energy,5.616224493386e+04,5.616224493355e+04,-5.445e-12,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,8,bdf2_level,Turb_Kin_Energy,1.765437529570e-03,1.765436677221e-03,-4.828e-07,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,8,bdf2_level,Omega,1.174433230647e+04,1.174433214670e+04,-1.360e-08,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,9,state,Density,3.136275210391e+04,3.136275210393e+04,9.033e-13,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,9,state,Momentum_x,3.119893596723e+03,3.119893600667e+03,1.264e-09,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,9,state,Momentum_y,3.275980003777e+02,3.275980009068e+02,1.615e-09,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,9,state,Energy,5.616224493386e+04,5.616224493355e+04,-5.445e-12,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,9,state,Turb_Kin_Energy,1.765437529562e-03,1.765436677212e-03,-4.828e-07,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,9,state,Omega,1.174433230647e+04,1.174433214670e+04,-1.360e-08,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,18,bdf2_level,Density,3.136275210394e+04,3.136275210436e+04,1.335e-11,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,18,bdf2_level,Momentum_x,3.119893600082e+03,3.119893603322e+03,1.039e-09,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,18,bdf2_level,Momentum_y,3.275979993807e+02,3.275979976644e+02,-5.239e-09,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,18,bdf2_level,Energy,5.616224493355e+04,5.616224493421e+04,1.170e-11,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,18,bdf2_level,Turb_Kin_Energy,1.765435856437e-03,1.765435347285e-03,-2.884e-07,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,18,bdf2_level,Omega,1.174433307518e+04,1.174433291838e+04,-1.335e-08,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,19,state,Density,3.136275210394e+04,3.136275210437e+04,1.362e-11,1.043e-12
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,19,state,Momentum_x,3.119893600000e+03,3.119893603246e+03,1.040e-09,1.050e-09
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,19,state,Momentum_y,3.275979992714e+02,3.275979975601e+02,-5.224e-09,-3.377e-09
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,19,state,Energy,5.616224493355e+04,5.616224493423e+04,1.203e-11,-5.428e-12
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,19,state,Turb_Kin_Energy,1.765435805100e-03,1.765435272424e-03,-3.017e-07,-9.768e-07
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,19,state,Omega,1.174433317751e+04,1.174433301544e+04,-1.380e-08,7.417e-08
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,28,bdf2_level,Density,3.136275210437e+04,3.136275210237e+04,-6.378e-11,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,28,bdf2_level,Momentum_x,3.119893602396e+03,3.119893594277e+03,-2.602e-09,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,28,bdf2_level,Momentum_y,3.275980006947e+02,3.275980004525e+02,-7.394e-10,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,28,bdf2_level,Energy,5.616224493424e+04,5.616224493169e+04,-4.547e-11,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,28,bdf2_level,Turb_Kin_Energy,1.765436012478e-03,1.765437706913e-03,9.598e-07,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,28,bdf2_level,Omega,1.174433377167e+04,1.174433410735e+04,2.858e-08,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,29,state,Density,3.136275210438e+04,3.136275210240e+04,-6.300e-11,1.393e-11
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,29,state,Momentum_x,3.119893602284e+03,3.119893594177e+03,-2.598e-09,7.320e-10
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,29,state,Momentum_y,3.275980008312e+02,3.275980006110e+02,-6.721e-10,4.761e-09
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,29,state,Energy,5.616224493424e+04,5.616224493175e+04,-4.440e-11,1.223e-11
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,29,state,Turb_Kin_Energy,1.765436117857e-03,1.765437785248e-03,9.445e-07,1.772e-07
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,29,state,Omega,1.174433382708e+04,1.174433415618e+04,2.802e-08,5.531e-08
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,38,bdf2_level,Density,3.136275210242e+04,3.136275210288e+04,1.489e-11,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,38,bdf2_level,Momentum_x,3.119893593199e+03,3.119893603721e+03,3.373e-09,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,38,bdf2_level,Momentum_y,3.275980028233e+02,3.275980067254e+02,1.191e-08,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,38,bdf2_level,Energy,5.616224493178e+04,5.616224493275e+04,1.739e-11,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,38,bdf2_level,Turb_Kin_Energy,1.765435589011e-03,1.765432945309e-03,-1.497e-06,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,38,bdf2_level,Omega,1.174433409664e+04,1.174433344131e+04,-5.580e-08,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,39,state,Density,3.136275210242e+04,3.136275210290e+04,1.538e-11,-6.243e-11
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,39,state,Momentum_x,3.119893593091e+03,3.119893603629e+03,3.378e-09,-2.946e-09
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,39,state,Momentum_y,3.275980029114e+02,3.275980068391e+02,1.199e-08,6.350e-09
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,39,state,Energy,5.616224493178e+04,5.616224493279e+04,1.806e-11,-4.390e-11
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,39,state,Turb_Kin_Energy,1.765435103215e-03,1.765432465727e-03,-1.494e-06,-5.747e-07
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,39,state,Omega,1.174433407064e+04,1.174433341809e+04,-5.556e-08,2.074e-08
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,48,bdf2_level,Density,3.136275210291e+04,3.136275210319e+04,8.979e-12,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,48,bdf2_level,Momentum_x,3.119893602488e+03,3.119893597995e+03,-1.440e-09,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,48,bdf2_level,Momentum_y,3.275980058292e+02,3.275980066394e+02,2.473e-09,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,48,bdf2_level,Energy,5.616224493281e+04,5.616224493272e+04,-1.673e-12,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,48,bdf2_level,Turb_Kin_Energy,1.765428586227e-03,1.765430027365e-03,8.163e-07,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,48,bdf2_level,Omega,1.174433342430e+04,1.174433380313e+04,3.226e-08,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,49,state,Density,3.136275210291e+04,3.136275210321e+04,9.525e-12,1.583e-11
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,49,state,Momentum_x,3.119893602346e+03,3.119893597869e+03,-1.435e-09,2.966e-09
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,49,state,Momentum_y,3.275980058902e+02,3.275980067141e+02,2.515e-09,9.093e-09
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,49,state,Energy,5.616224493281e+04,5.616224493275e+04,-9.789e-13,1.840e-11
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,49,state,Turb_Kin_Energy,1.765428812224e-03,1.765430232849e-03,8.047e-07,-3.563e-06
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,49,state,Omega,1.174433351785e+04,1.174433389210e+04,3.187e-08,-4.707e-08
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,58,bdf2_level,Density,3.136275210323e+04,3.136275210202e+04,-3.836e-11,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,58,bdf2_level,Momentum_x,3.119893596872e+03,3.119893595449e+03,-4.559e-10,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,58,bdf2_level,Momentum_y,3.275980112539e+02,3.275980123910e+02,3.471e-09,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,58,bdf2_level,Energy,5.616224493277e+04,5.616224493068e+04,-3.722e-11,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,58,bdf2_level,Turb_Kin_Energy,1.765431866955e-03,1.765431298326e-03,-3.221e-07,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,58,bdf2_level,Omega,1.174433418154e+04,1.174433397286e+04,-1.777e-08,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,59,state,Density,3.136275210323e+04,3.136275210201e+04,-3.889e-11,1.002e-11
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,59,state,Momentum_x,3.119893596758e+03,3.119893595304e+03,-4.662e-10,-1.791e-09
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,59,state,Momentum_y,3.275980115927e+02,3.275980127087e+02,3.407e-09,1.741e-08
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,59,state,Energy,5.616224493277e+04,5.616224493064e+04,-3.796e-11,-6.369e-13
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,59,state,Turb_Kin_Energy,1.765431612205e-03,1.765431031757e-03,-3.288e-07,1.586e-06
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,59,state,Omega,1.174433415892e+04,1.174433394905e+04,-1.787e-08,5.459e-08
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,68,bdf2_level,Density,3.136275210201e+04,3.136275210202e+04,5.193e-13,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,68,bdf2_level,Momentum_x,3.119893593765e+03,3.119893596807e+03,9.750e-10,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,68,bdf2_level,Momentum_y,3.275980169201e+02,3.275980210396e+02,1.257e-08,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,68,bdf2_level,Energy,5.616224493062e+04,5.616224493116e+04,9.626e-12,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,68,bdf2_level,Turb_Kin_Energy,1.765425983228e-03,1.765425557298e-03,-2.413e-07,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,68,bdf2_level,Omega,1.174433378012e+04,1.174433342640e+04,-3.012e-08,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,69,state,Density,3.136275210201e+04,3.136275210206e+04,1.726e-12,-3.888e-11
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,69,state,Momentum_x,3.119893593582e+03,3.119893596603e+03,9.685e-10,-1.018e-09
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,69,state,Momentum_y,3.275980175327e+02,3.275980216600e+02,1.260e-08,1.813e-08
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,69,state,Energy,5.616224493062e+04,5.616224493126e+04,1.131e-11,-3.834e-11
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,69,state,Turb_Kin_Energy,1.765425364408e-03,1.765424932944e-03,-2.444e-07,-3.539e-06
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,69,state,Omega,1.174433377958e+04,1.174433342426e+04,-3.025e-08,-3.230e-08
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,78,bdf2_level,Density,3.136275210209e+04,3.136275210227e+04,5.907e-12,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,78,bdf2_level,Momentum_x,3.119893595426e+03,3.119893594794e+03,-2.026e-10,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,78,bdf2_level,Momentum_y,3.275980212646e+02,3.275980189579e+02,-7.041e-09,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,78,bdf2_level,Energy,5.616224493130e+04,5.616224493270e+04,2.482e-11,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,78,bdf2_level,Turb_Kin_Energy,1.765424239448e-03,1.765423871677e-03,-2.083e-07,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,78,bdf2_level,Omega,1.174433407638e+04,1.174433427820e+04,1.718e-08,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,79,state,Density,3.136275210209e+04,3.136275210229e+04,6.529e-12,2.599e-12
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,79,state,Momentum_x,3.119893595300e+03,3.119893594719e+03,-1.863e-10,5.509e-10
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,79,state,Momentum_y,3.275980208098e+02,3.275980184982e+02,-7.056e-09,1.000e-08
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,79,state,Energy,5.616224493130e+04,5.616224493275e+04,2.579e-11,1.216e-11
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,79,state,Turb_Kin_Energy,1.765424532205e-03,1.765424203845e-03,-1.860e-07,-4.714e-07
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,79,state,Omega,1.174433416140e+04,1.174433437488e+04,1.818e-08,3.251e-08
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,88,bdf2_level,Density,3.136275210231e+04,3.136275210347e+04,3.697e-11,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,88,bdf2_level,Momentum_x,3.119893593867e+03,3.119893589993e+03,-1.242e-09,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,88,bdf2_level,Momentum_y,3.275980246944e+02,3.275980246919e+02,-7.471e-12,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,88,bdf2_level,Energy,5.616224493278e+04,5.616224493282e+04,8.171e-13,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,88,bdf2_level,Turb_Kin_Energy,1.765423000004e-03,1.765423578539e-03,3.277e-07,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,88,bdf2_level,Omega,1.174433439100e+04,1.174433444239e+04,4.375e-09,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,89,state,Density,3.136275210231e+04,3.136275210351e+04,3.801e-11,7.108e-12
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,89,state,Momentum_x,3.119893593753e+03,3.119893589882e+03,-1.241e-09,-4.958e-10
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,89,state,Momentum_y,3.275980254280e+02,3.275980254625e+02,1.051e-10,1.410e-08
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,89,state,Energy,5.616224493278e+04,5.616224493291e+04,2.253e-12,2.627e-11
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,89,state,Turb_Kin_Energy,1.765422329454e-03,1.765422940346e-03,3.460e-07,-1.248e-06
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,89,state,Omega,1.174433434976e+04,1.174433441020e+04,5.146e-09,1.604e-08
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,98,bdf2_level,Density,3.136275210353e+04,3.136275210349e+04,-1.307e-12,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,98,bdf2_level,Momentum_x,3.119893588693e+03,3.119893589555e+03,2.761e-10,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,98,bdf2_level,Momentum_y,3.275980280082e+02,3.275980315761e+02,1.089e-08,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,98,bdf2_level,Energy,5.616224493295e+04,5.616224493364e+04,1.226e-11,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,98,bdf2_level,Turb_Kin_Energy,1.765422037881e-03,1.765422333680e-03,1.676e-07,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,98,bdf2_level,Omega,1.174433484800e+04,1.174433507765e+04,1.955e-08,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,99,state,Density,3.136275210353e+04,3.136275210351e+04,-5.506e-13,3.878e-11
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,99,state,Momentum_x,3.119893588554e+03,3.119893589404e+03,2.725e-10,-1.667e-09
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,99,state,Momentum_y,3.275980283198e+02,3.275980318592e+02,1.080e-08,8.827e-09
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,99,state,Energy,5.616224493295e+04,5.616224493369e+04,1.318e-11,3.008e-12
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,99,state,Turb_Kin_Energy,1.765422344310e-03,1.765422655513e-03,1.763e-07,8.415e-09
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,99,state,Omega,1.174433493131e+04,1.174433516553e+04,1.994e-08,4.952e-08
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,108,bdf2_level,Density,3.136275210353e+04,3.136275210372e+04,6.160e-12,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,108,bdf2_level,Momentum_x,3.119893588322e+03,3.119893593543e+03,1.673e-09,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,108,bdf2_level,Momentum_y,3.275980384402e+02,3.275980419118e+02,1.060e-08,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,108,bdf2_level,Energy,5.616224493371e+04,5.616224493348e+04,-4.056e-12,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,108,bdf2_level,Turb_Kin_Energy,1.765422311006e-03,1.765419830159e-03,-1.405e-06,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,108,bdf2_level,Omega,1.174433508488e+04,1.174433442795e+04,-5.594e-08,
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,109,state,Density,3.136275210353e+04,3.136275210375e+04,7.126e-12,5.603e-14
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,109,state,Momentum_x,3.119893588196e+03,3.119893593466e+03,1.689e-09,-1.147e-10
RANS_SST_WD_0.01-20_NN_Drift_Seed2_Second,SST,109,state,Momentum_y,3.275980392792e+02,3.275980427230e+02,1.051e-08,3.345e-08
