lag,d005,d010_SF2,d010,d020_long,d020
320,nan,nan,nan,-2.381700000000e-05,nan
321,nan,nan,nan,-2.384460000000e-05,nan
322,nan,nan,nan,-2.387210000000e-05,nan
323,nan,nan,nan,-2.389940000000e-05,nan
324,nan,nan,nan,-2.392670000000e-05,nan
325,nan,nan,nan,-2.395400000000e-05,nan
326,nan,nan,nan,-2.398110000000e-05,nan
327,nan,nan,nan,-2.400820000000e-05,nan
328,nan,nan,nan,-2.403530000000e-05,nan
329,nan,nan,nan,-2.406210000000e-05,nan
330,nan,nan,nan,-2.408890000000e-05,nan
331,nan,nan,nan,-2.411530000000e-05,nan
332,nan,nan,nan,-2.414170000000e-05,nan
333,nan,nan,nan,-2.416810000000e-05,nan
334,nan,nan,nan,-2.419440000000e-05,nan
335,nan,nan,nan,-2.422070000000e-05,nan
336,nan,nan,nan,-2.424720000000e-05,nan
337,nan,nan,nan,-2.427370000000e-05,nan
338,nan,nan,nan,-2.430020000000e-05,nan
339,nan,nan,nan,-2.432660000000e-05,nan
340,nan,nan,nan,-2.435290000000e-05,nan
341,nan,nan,nan,-2.437910000000e-05,nan
342,nan,nan,nan,-2.440530000000e-05,nan
343,nan,nan,nan,-2.443150000000e-05,nan
344,nan,nan,nan,-2.445770000000e-05,nan
345,nan,nan,nan,-2.448390000000e-05,nan
346,nan,nan,nan,-2.451010000000e-05,nan
347,nan,nan,nan,-2.453630000000e-05,nan
348,nan,nan,nan,-2.456250000000e-05,nan
349,nan,nan,nan,-2.458830000000e-05,nan
350,nan,nan,nan,-2.461420000000e-05,nan
351,nan,nan,nan,-2.463990000000e-05,nan
352,nan,nan,nan,-2.466560000000e-05,nan
353,nan,nan,nan,-2.469120000000e-05,nan
354,nan,nan,nan,-2.471680000000e-05,nan
355,nan,nan,nan,-2.474250000000e-05,nan
356,nan,nan,nan,-2.476810000000e-05,nan
357,nan,nan,nan,-2.479380000000e-05,nan
358,nan,nan,nan,-2.481940000000e-05,nan
359,nan,nan,nan,-2.484490000000e-05,nan
360,nan,nan,nan,-2.487030000000e-05,nan
361,nan,nan,nan,-2.489570000000e-05,nan
362,nan,nan,nan,-2.492100000000e-05,nan
363,nan,nan,nan,-2.494610000000e-05,nan
364,nan,nan,nan,-2.497120000000e-05,nan
365,nan,nan,nan,-2.499620000000e-05,nan
366,nan,nan,nan,-2.502120000000e-05,nan
367,nan,nan,nan,-2.504620000000e-05,nan
368,nan,nan,nan,-2.507110000000e-05,nan
369,nan,nan,nan,-2.509580000000e-05,nan
370,nan,nan,nan,-2.512050000000e-05,nan
371,nan,nan,nan,-2.514510000000e-05,nan
372,nan,nan,nan,-2.516960000000e-05,nan
373,nan,nan,nan,-2.519400000000e-05,nan
374,nan,nan,nan,-2.521830000000e-05,nan
375,nan,nan,nan,-2.524260000000e-05,nan
376,nan,nan,nan,-2.526680000000e-05,nan
377,nan,nan,nan,-2.529100000000e-05,nan
378,nan,nan,nan,-2.531510000000e-05,nan
379,nan,nan,nan,-2.533910000000e-05,nan
380,nan,nan,nan,-2.536320000000e-05,nan
381,nan,nan,nan,-2.538710000000e-05,nan
382,nan,nan,nan,-2.541080000000e-05,nan
383,nan,nan,nan,-2.543460000000e-05,nan
384,nan,nan,nan,-2.545830000000e-05,nan
385,nan,nan,nan,-2.548180000000e-05,nan
386,nan,nan,nan,-2.550540000000e-05,nan
387,nan,nan,nan,-2.552890000000e-05,nan
388,nan,nan,nan,-2.555240000000e-05,nan
389,nan,nan,nan,-2.557590000000e-05,nan
390,nan,nan,nan,-2.559930000000e-05,nan
391,nan,nan,nan,-2.562270000000e-05,nan
392,nan,nan,nan,-2.564600000000e-05,nan
393,nan,nan,nan,-2.566930000000e-05,nan
394,nan,nan,nan,-2.569240000000e-05,nan
395,nan,nan,nan,-2.571550000000e-05,nan
396,nan,nan,nan,-2.573860000000e-05,nan
397,nan,nan,nan,-2.576170000000e-05,nan
398,nan,nan,nan,-2.578480000000e-05,nan
399,nan,nan,nan,-2.580790000000e-05,nan
