grid,dim,solution,interp_order,method,resolution,n_points,h,h_nominal,case,ref_source,field,L1,L2,Linf,rel_L1,rel_L2,rel_Linf,order_L2
Mixed,2,Asym,ThirdOrder,ConsGalerkinProj,128,24408,0.006400794772021405,0.0078125,Mixed2D_Asym_ThirdOrder_ConsGalerkinProj_128,reference_file,Momentum_y,0.0006633111702358496,0.001091835599056173,0.01847335931723304,2.2779844015362056e-05,2.7839726863410263e-05,0.00013654341910358887,3.4784970665223165
Mixed,2,Asym,ThirdOrder,ConsGalerkinProj,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Asym_ThirdOrder_ConsGalerkinProj_256,reference_file,Momentum_y,7.192920371877253e-05,0.000117715723557508,0.0025348807215808122,2.4581770423399363e-06,2.991926403170727e-06,1.872977483034952e-05,3.2428644768727266
Mixed,2,Asym,ThirdOrder,ConsGalerkinProj,64,6073,0.012832118438741323,0.015625,Mixed2D_Asym_ThirdOrder_ConsGalerkinProj_64,reference_file,Energy,44.547639229649604,72.64927177211976,842.9629418011755,4.601092886754848e-05,7.181248240194057e-05,0.0004526715296720599,nan
Mixed,2,Asym,ThirdOrder,ConsGalerkinProj,128,24408,0.006400794772021405,0.0078125,Mixed2D_Asym_ThirdOrder_ConsGalerkinProj_128,reference_file,Energy,4.393529327560824,6.845606492047297,104.506812853273,4.531120281722732e-06,6.755544360062458e-06,5.612080615338791e-05,3.396027938903304
Mixed,2,Asym,ThirdOrder,ConsGalerkinProj,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Asym_ThirdOrder_ConsGalerkinProj_256,reference_file,Energy,0.48721997114029714,0.7527728469984484,13.21458171471022,5.026364907812577e-07,7.428672766284239e-07,7.095196985613049e-06,3.21411825323223
Mixed,2,Asym,ThirdOrder,ConsGalerkinProj,64,6073,0.012832118438741323,0.015625,Mixed2D_Asym_ThirdOrder_ConsGalerkinProj_64,reference_file,ALL_FIELDS,11.142138360550007,36.32463847699767,842.9629418011755,4.602830193301533e-05,7.181248725638351e-05,0.0004526715296720599,nan
Mixed,2,Asym,ThirdOrder,ConsGalerkinProj,128,24408,0.006400794772021405,0.0078125,Mixed2D_Asym_ThirdOrder_ConsGalerkinProj_128,reference_file,ALL_FIELDS,1.0988811114945187,3.4228034637027283,104.506812853273,4.53275826569018e-06,6.755544764375709e-06,5.612080615338791e-05,3.3960279500179538
Mixed,2,Asym,ThirdOrder,ConsGalerkinProj,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Asym_ThirdOrder_ConsGalerkinProj_256,reference_file,ALL_FIELDS,0.12185908415185046,0.3763864465093695,13.21458171471022,5.028129184199988e-07,7.428673192412899e-07,7.095196985613049e-06,3.214118256817263
Mixed,2,Asym,ThirdOrder,NN,64,6073,0.012832118438741323,0.015625,Mixed2D_Asym_ThirdOrder_NN_64,reference_file,Density,0.000293037153630355,0.00040044314988511604,0.002247791844401714,0.0001217854428718136,0.00016455881030429743,0.0006679970959065206,nan
Mixed,2,Asym,ThirdOrder,NN,128,24408,0.006400794772021405,0.0078125,Mixed2D_Asym_ThirdOrder_NN_128,reference_file,Density,3.792496848248363e-05,5.078850847027109e-05,0.00025973819111202445,1.5750919263680456e-05,2.0855746103390942e-05,7.718920100985848e-05,2.9688213556094896
